episodes,successes,success_rate,collisions,collision_rate,timeouts,timeout_rate,avg_reward,avg_episode_length,avg_max_row,wait_pct,forward_pct,backward_pct,left_pct,right_pct,environment,algorithm,config,training_seed,checkpoint_steps
100,4,0.04,96,0.96,0,0.0,3.9067000000000003,9.33,4.76,0.0,0.5101822079314041,0.48981779206859594,0.0,0.0,v6_local1,recurrent_ppo,ent02_lstm128_e5,0,200000
