environment,algorithm,config,training_seed,checkpoint_steps,evaluation_episodes,eval_seed_start,successes,success_rate,collisions,collision_rate,timeouts,timeout_rate,avg_reward,avg_episode_length,avg_max_row,wait_pct,forward_pct,backward_pct,left_pct,right_pct
v6_local1,recurrent_ppo,lstm64_ent02,0,200000,100,1000,7,0.07,93,0.93,0,0.0,4.0991,6.09,4.74,0.10180623973727422,0.7783251231527094,0.11986863711001643,0.0,0.0
v6_local1,recurrent_ppo,lstm64_ent02,0,400000,100,1000,7,0.07,93,0.93,0,0.0,4.3101,6.99,4.96,0.07296137339055794,0.709585121602289,0.21745350500715308,0.0,0.0
v6_local1,recurrent_ppo,lstm64_ent02,0,600000,100,1000,16,0.16,84,0.84,0,0.0,5.0402,7.98,5.16,0.18922305764411027,0.6466165413533834,0.16416040100250626,0.0,0.0
v6_local1,recurrent_ppo,lstm64_ent02,0,800000,100,1000,11,0.11,89,0.89,0,0.0,4.3622000000000005,7.78,4.78,0.2236503856041131,0.6143958868894601,0.05912596401028278,0.0,0.10282776349614396
v6_local1,recurrent_ppo,lstm64_ent02,0,1000000,100,1000,13,0.13,87,0.87,0,0.0,4.647500000000001,9.25,4.96,0.4064864864864865,0.5362162162162162,0.057297297297297295,0.0,0.0
