algorithm,training_seed,checkpoint_steps,evaluation_episodes,eval_seed_start,successes,success_rate,collisions,collision_rate,timeouts,timeout_rate,avg_reward,avg_episode_length,avg_max_row,avg_success_episode_length,avg_failure_episode_length,wait_pct,forward_pct,backward_pct,left_pct,right_pct,collision_row_1,collision_row_3,model_path
qrdqn,1,200000,100,1000,3,0.03,51,0.51,46,0.46,-1.6620000000000004,34.2,1.34,24.666666666666668,34.49484536082474,0.13421052631578947,0.0391812865497076,0.2956140350877193,0.2307017543859649,0.3002923976608187,30,21,results/runs/qrdqn_seed1/checkpoints/qrdqn_seed1_200000_steps
qrdqn,1,400000,100,1000,27,0.27,70,0.7,3,0.03,3.542300000000001,22.77,3.27,23.925925925925927,22.34246575342466,0.34299516908212563,0.14361001317523056,0.020202020202020204,0.22529644268774704,0.2678963548528766,12,58,results/runs/qrdqn_seed1/checkpoints/qrdqn_seed1_400000_steps
qrdqn,1,600000,100,1000,29,0.29,70,0.7,1,0.01,4.0436000000000005,12.64,3.47,14.10344827586207,12.04225352112676,0.5237341772151899,0.2824367088607595,0.011075949367088608,0.11867088607594936,0.06408227848101265,5,65,results/runs/qrdqn_seed1/checkpoints/qrdqn_seed1_600000_steps
qrdqn,1,800000,100,1000,80,0.8,16,0.16,4,0.04,7.949599999999999,15.04,4.46,13.875,19.7,0.40558510638297873,0.3125,0.017287234042553192,0.16622340425531915,0.09840425531914894,5,11,results/runs/qrdqn_seed1/checkpoints/qrdqn_seed1_800000_steps
qrdqn,1,1000000,100,1000,84,0.84,14,0.14,2,0.02,8.3853,11.47,4.54,10.654761904761905,15.75,0.16739319965126417,0.3984306887532694,0.006974716652136007,0.21795989537925023,0.2092414995640802,6,8,results/runs/qrdqn_seed1/final_model
