#{"t_start": 1787426342.242017, "env_id": "None"}
r,l,t,success,collision,max_y
0.9,10,0.581464,False,True,2
-0.11,11,0.582106,False,True,1
1.49,51,0.584307,False,True,3
-0.08,8,0.584726,False,True,1
-0.03,3,0.589652,False,True,1
-0.02,2,0.590927,False,True,1
2.92,8,0.591437,False,True,4
2.83,17,0.59222,False,True,4
0.72,28,0.593909,False,True,2
-0.29,29,0.595223,False,True,1
-0.04,4,0.595471,False,True,1
-0.22,22,0.596442,False,True,1
-0.04,4,0.596763,False,True,1
-0.02,2,0.596915,False,True,1
1.87,13,0.59752,False,True,3
1.6,40,0.599706,False,True,3
2.46,54,0.602607,False,True,4
0.57,43,0.604486,False,True,2
0.95,5,0.604803,False,True,2
1.25,75,0.608284,False,True,3
0.97,3,0.608628,False,True,2
0.73,27,0.609786,False,True,2
1.29,71,0.612884,False,True,3
1.78,22,0.614013,False,True,3
2.28,72,0.61728,False,True,4
0.89,11,0.617861,False,True,2
-0.01,1,0.617982,False,True,1
0.84,16,0.618699,False,True,2
1.92,8,0.61919,False,True,3
-0.03,3,0.619391,False,True,1
5.4,60,0.621978,False,True,7
1.49,51,0.624322,False,True,3
-0.13,13,0.625076,False,True,1
3.6,40,0.626805,False,True,5
1.85,15,0.62752,False,True,3
0.96,4,0.627782,False,True,2
2.37,63,0.630493,False,True,4
1.45,55,0.633075,False,True,3
0.87,13,0.633734,False,True,2
-0.05,5,0.634008,False,True,1
2.26,74,0.637615,False,True,4
-0.08,8,0.638051,False,True,1
-0.05,5,0.638349,False,True,1
3.74,26,0.639474,False,True,5
0.89,11,0.640097,False,True,2
1.9,10,0.640563,False,True,3
-0.23,23,0.641803,False,True,1
1.9,10,0.642361,False,True,3
2.75,25,0.64363,False,True,4
0.77,23,0.644659,False,True,2
0.56,44,0.646749,False,True,2
-0.07,7,0.647172,False,True,1
2.86,14,0.648007,False,True,4
2.64,36,0.64952,False,True,4
-3.0,100,0.653892,False,False,3
-4.0,100,0.658025,False,False,2
1.94,6,0.658467,False,True,3
-0.01,1,0.658636,False,True,1
0.8,20,0.65954,False,True,2
1.88,12,0.66009,False,True,3
-0.05,5,0.660442,False,True,1
0.83,17,0.661437,False,True,2
-0.03,3,0.661782,False,True,1
-0.06,6,0.662103,False,True,1
1.92,8,0.66261,False,True,3
2.3,70,0.665462,False,True,4
1.77,23,0.666516,False,True,3
0.94,6,0.666824,False,True,2
3.58,42,0.668695,False,True,5
