#{"t_start": 1787314339.4539142, "env_id": "None"}
r,l,t,success,collision,max_y
0.91,9,0.419552,False,True,2
1.88,12,0.420114,False,True,3
-0.03,3,0.420278,False,True,1
-0.07,7,0.420602,False,True,1
-0.06,6,0.424917,False,True,1
-0.01,1,0.425469,False,True,1
0.87,13,0.42606,False,True,2
-0.41,41,0.427687,False,True,1
0.92,8,0.428642,False,True,2
0.83,17,0.429379,False,True,2
0.81,19,0.430346,False,True,2
-0.2,20,0.431264,False,True,1
0.83,17,0.432333,False,True,2
1.85,15,0.43306,False,True,3
2.76,24,0.43407,False,True,4
-0.03,3,0.434242,False,True,1
-0.18,18,0.435119,False,True,1
-0.02,2,0.435231,False,True,1
-0.11,11,0.435701,False,True,1
-0.18,18,0.436422,False,True,1
-0.07,7,0.436838,False,True,1
-0.19,19,0.437616,False,True,1
-0.02,2,0.437725,False,True,1
1.68,32,0.438971,False,True,3
0.93,7,0.439377,False,True,2
-0.07,7,0.439707,False,True,1
1.96,4,0.439922,False,True,3
-0.04,4,0.440137,False,True,1
-0.15,15,0.44088,False,True,1
-0.07,7,0.441215,False,True,1
2.68,32,0.442497,False,True,4
-0.04,4,0.442698,False,True,1
0.84,16,0.443531,False,True,2
1.9,10,0.444132,False,True,3
0.89,11,0.4446,False,True,2
-0.02,2,0.444716,False,True,1
-0.08,8,0.445146,False,True,1
-0.01,1,0.445222,False,True,1
-0.09,9,0.445627,False,True,1
0.91,9,0.44601,False,True,2
-0.15,15,0.446696,False,True,1
-0.03,3,0.446843,False,True,1
1.9,10,0.44728,False,True,3
-0.07,7,0.447607,False,True,1
-0.02,2,0.447783,False,True,1
-0.06,6,0.448207,False,True,1
-0.01,1,0.448331,False,True,1
1.92,8,0.448709,False,True,3
1.86,14,0.449427,False,True,3
-0.04,4,0.449631,False,True,1
1.92,8,0.450004,False,True,3
-0.02,2,0.450138,False,True,1
0.9,10,0.450638,False,True,2
0.81,19,0.451432,False,True,2
-0.05,5,0.451672,False,True,1
-0.01,1,0.451774,False,True,1
-0.11,11,0.452318,False,True,1
1.92,8,0.452697,False,True,3
-0.11,11,0.453267,False,True,1
-0.06,6,0.453926,False,True,1
-0.14,14,0.45469,False,True,1
-0.02,2,0.454837,False,True,1
1.89,11,0.455317,False,True,3
-0.08,8,0.455672,False,True,1
-0.08,8,0.45613,False,True,1
-0.04,4,0.45634,False,True,1
-0.04,4,0.456539,False,True,1
-0.07,7,0.456852,False,True,1
-0.19,19,0.457699,False,True,1
0.71,29,0.458853,False,True,2
-0.14,14,0.459442,False,True,1
-0.05,5,0.45967,False,True,1
1.97,3,0.459892,False,True,3
1.78,22,0.460773,False,True,3
1.71,29,0.461919,False,True,3
-0.02,2,0.462057,False,True,1
0.87,13,0.462659,False,True,2
0.75,25,0.463798,False,True,2
1.81,19,0.464614,False,True,3
1.55,45,0.466352,False,True,3
1.92,8,0.466959,False,True,3
-0.02,2,0.467134,False,True,1
0.94,6,0.467434,False,True,2
1.89,11,0.467947,False,True,3
-0.09,9,0.468484,False,True,1
1.69,31,0.469724,False,True,3
-0.02,2,0.469855,False,True,1
-0.14,14,0.470415,False,True,1
3.85,15,0.471811,False,True,5
-0.08,8,0.472209,False,True,1
-0.02,2,0.472335,False,True,1
0.61,39,0.473872,False,True,2
-0.01,1,0.474039,False,True,1
-0.15,15,0.474703,False,True,1
-0.06,6,0.4751,False,True,1
-0.02,2,0.475236,False,True,1
-0.05,5,0.475582,False,True,1
-0.03,3,0.475763,False,True,1
-0.03,3,0.475943,False,True,1
-0.02,2,0.476058,False,True,1
-0.02,2,0.476253,False,True,1
-0.03,3,0.476419,False,True,1
3.8,20,0.477227,False,True,5
0.92,8,0.477577,False,True,2
-0.03,3,0.477796,False,True,1
-0.04,4,0.477997,False,True,1
-0.52,52,0.480122,False,True,1
-0.03,3,0.480328,False,True,1
1.89,11,0.480945,False,True,3
-0.38,38,0.482449,False,True,1
-0.06,6,0.482738,False,True,1
1.82,18,0.483472,False,True,3
-0.04,4,0.483753,False,True,1
-0.11,11,0.484247,False,True,1
0.81,19,0.485135,False,True,2
0.75,25,0.486182,False,True,2
-0.01,1,0.486357,False,True,1
-0.04,4,0.486566,False,True,1
-0.08,8,0.486918,False,True,1
0.9,10,0.487352,False,True,2
-0.04,4,0.487621,False,True,1
-0.03,3,0.487788,False,True,1
1.88,12,0.488291,False,True,3
-0.09,9,0.488674,False,True,1
-0.18,18,0.48949,False,True,1
-0.02,2,0.48963,False,True,1
-0.11,11,0.490147,False,True,1
-0.01,1,0.490222,False,True,1
0.8,20,0.491315,False,True,2
-0.04,4,0.491543,False,True,1
3.94,6,0.491836,False,True,5
0.82,18,0.492608,False,True,2
-0.04,4,0.49295,False,True,1
-0.05,5,0.493192,False,True,1
-0.2,20,0.493996,False,True,1
1.84,16,0.494642,False,True,3
-0.04,4,0.495047,False,True,1
-0.03,3,0.495273,False,True,1
1.96,4,0.495488,False,True,3
0.94,6,0.495766,False,True,2
-0.01,1,0.495994,False,True,1
-0.01,1,0.496079,False,True,1
-0.08,8,0.496439,False,True,1
-0.09,9,0.49682,False,True,1
1.93,7,0.497236,False,True,3
-0.24,24,0.498179,False,True,1
-0.15,15,0.498895,False,True,1
-0.18,18,0.499646,False,True,1
1.96,4,0.499936,False,True,3
-0.03,3,0.500102,False,True,1
-0.01,1,0.500175,False,True,1
0.87,13,0.500734,False,True,2
1.93,7,0.501134,False,True,3
-0.01,1,0.501206,False,True,1
-0.41,41,0.50282,False,True,1
0.78,22,0.503682,False,True,2
-0.05,5,0.503988,False,True,1
0.96,4,0.504185,False,True,2
-0.13,13,0.504736,False,True,1
0.73,27,0.505917,False,True,2
-0.01,1,0.506153,False,True,1
-0.04,4,0.506366,False,True,1
0.92,8,0.506719,False,True,2
1.96,4,0.506931,False,True,3
-0.07,7,0.507307,False,True,1
-0.06,6,0.507589,False,True,1
-0.06,6,0.507862,False,True,1
-0.13,13,0.508419,False,True,1
-0.14,14,0.509131,False,True,1
-0.03,3,0.509325,False,True,1
0.95,5,0.509569,False,True,2
-0.05,5,0.509809,False,True,1
-0.13,13,0.510465,False,True,1
-0.07,7,0.510799,False,True,1
-0.05,5,0.51105,False,True,1
-0.03,3,0.511189,False,True,1
-0.04,4,0.511486,False,True,1
-0.03,3,0.511692,False,True,1
2.76,24,0.512665,False,True,4
