#{"t_start": 1787425711.342072, "env_id": "None"}
r,l,t,success,collision,max_y
-0.01,1,0.620532,False,True,1
1.94,6,0.621887,False,True,3
1.51,49,0.630545,False,True,3
2.93,7,0.631878,False,True,4
-0.24,24,0.636381,False,True,1
-0.1,10,0.638287,False,True,1
-0.08,8,0.639734,False,True,1
1.9,10,0.641674,False,True,3
-0.01,1,0.641949,False,True,1
-0.04,4,0.642724,False,True,1
1.72,28,0.64774,False,True,3
-0.01,1,0.648082,False,True,1
-0.22,22,0.651959,False,True,1
-0.07,7,0.653232,False,True,1
-0.04,4,0.654006,False,True,1
1.84,16,0.656932,False,True,3
-0.08,8,0.658374,False,True,1
2.76,24,0.662289,False,True,4
-0.09,9,0.663825,False,True,1
-4.0,100,0.681272,False,False,2
0.86,14,0.684898,False,True,2
0.73,27,0.689863,False,True,2
-4.0,100,0.706923,False,False,2
-0.11,11,0.709086,False,True,1
2.66,34,0.714889,False,True,4
-0.22,22,0.719065,False,True,1
-0.05,5,0.720071,False,True,1
0.94,6,0.721198,False,True,2
2.58,42,0.728869,False,True,4
-0.08,8,0.730309,False,True,1
2.43,57,0.73999,False,True,4
1.91,9,0.741694,False,True,3
-0.03,3,0.742295,False,True,1
0.94,6,0.743372,False,True,2
1.92,8,0.744769,False,True,3
1.17,83,0.758416,False,True,3
1.95,5,0.759465,False,True,3
1.21,79,0.773117,False,True,3
0.98,2,0.773641,False,True,2
2.93,7,0.775137,False,True,4
4.66,34,0.781524,False,True,6
1.94,6,0.782928,False,True,3
-0.06,6,0.784159,False,True,1
3.48,52,0.793512,False,True,5
1.86,14,0.79593,False,True,3
1.7,30,0.80125,False,True,3
-0.06,6,0.802319,False,True,1
1.91,9,0.803878,False,True,3
3.81,19,0.807039,False,True,5
0.94,6,0.808201,False,True,2
1.92,8,0.810251,False,True,3
0.94,6,0.811455,False,True,2
-0.08,8,0.812937,False,True,1
-3.0,100,0.830015,False,False,3
1.86,14,0.832589,False,True,3
-4.0,100,0.849993,False,False,2
0.94,6,0.851716,False,True,2
-0.12,12,0.853911,False,True,1
0.85,15,0.856468,False,True,2
1.39,61,0.867292,False,True,3
0.94,6,0.868441,False,True,2
-0.09,9,0.869993,False,True,1
-0.08,8,0.871491,False,True,1
-0.11,11,0.873437,False,True,1
1.85,15,0.876154,False,True,3
1.79,21,0.879612,False,True,3
3.86,14,0.881982,False,True,5
-0.03,3,0.88262,False,True,1
1.68,32,0.887903,False,True,3
1.87,13,0.890074,False,True,3
-0.02,2,0.890481,False,True,1
1.84,16,0.893655,False,True,3
2.62,38,0.90039,False,True,4
-0.12,12,0.90262,False,True,1
2.77,23,0.906577,False,True,4
-0.09,9,0.908271,False,True,1
1.85,15,0.910874,False,True,3
-0.22,22,0.914707,False,True,1
-0.04,4,0.915482,False,True,1
-0.03,3,0.916119,False,True,1
0.84,16,0.918766,False,True,2
3.49,51,0.927516,False,True,5
0.98,2,0.927988,False,True,2
-0.03,3,0.928564,False,True,1
-0.03,3,0.929137,False,True,1
0.67,33,0.935224,False,True,2
0.83,17,0.938216,False,True,2
0.63,37,0.944791,False,True,2
-0.04,4,0.945584,False,True,1
-0.19,19,0.948727,False,True,1
1.92,8,0.950224,False,True,3
0.88,12,0.952434,False,True,2
0.92,8,0.954,False,True,2
1.95,5,0.955033,False,True,3
-0.14,14,0.957494,False,True,1
3.82,18,0.960555,False,True,5
0.96,4,0.961311,False,True,2
-0.01,1,0.961548,False,True,1
2.62,38,0.968076,False,True,4
-0.1,10,0.969825,False,True,1
-0.08,8,0.971238,False,True,1
2.72,28,0.976395,False,True,4
-0.03,3,0.977135,False,True,1
0.84,16,0.979904,False,True,2
-0.34,34,0.985677,False,True,1
1.9,10,1.186877,False,True,3
3.62,38,1.193676,False,True,5
2.69,31,1.199609,False,True,4
3.79,21,1.203747,False,True,5
1.96,4,1.204539,False,True,3
-0.1,10,1.206421,False,True,1
1.8,20,1.21007,False,True,3
-0.05,5,1.211011,False,True,1
0.92,8,1.212568,False,True,2
1.94,6,1.213721,False,True,3
-0.03,3,1.2143,False,True,1
0.87,13,1.21664,False,True,2
1.87,13,1.218987,False,True,3
-0.01,1,1.219272,False,True,1
-0.04,4,1.220064,False,True,1
6.72,28,1.224716,False,True,8
1.95,5,1.225839,False,True,3
-0.04,4,1.226864,False,True,1
-0.06,6,1.228197,False,True,1
0.75,25,1.232449,False,True,2
5.86,14,1.234872,False,True,7
0.9,10,1.236793,False,True,2
0.82,18,1.239999,False,True,2
-0.04,4,1.240802,False,True,1
-0.2,20,1.244248,False,True,1
0.7,30,1.249411,False,True,2
1.73,27,1.254161,False,True,3
-0.08,8,1.255607,False,True,1
0.95,5,1.256546,False,True,2
0.69,31,1.261742,False,True,2
-0.02,2,1.262163,False,True,1
0.86,14,1.264529,False,True,2
2.83,17,1.268125,False,True,4
1.89,11,1.270214,False,True,3
-0.15,15,1.272868,False,True,1
2.94,6,1.273981,False,True,4
3.74,26,1.278654,False,True,5
1.6,40,1.285374,False,True,3
-0.1,10,1.287085,False,True,1
-0.07,7,1.288555,False,True,1
-0.09,9,1.290188,False,True,1
3.75,25,1.294725,False,True,5
1.59,41,1.301438,False,True,3
2.95,5,1.302372,False,True,4
-0.01,1,1.302629,False,True,1
0.82,18,1.305623,False,True,2
0.87,13,1.307862,False,True,2
0.96,4,1.308608,False,True,2
2.89,11,1.310522,False,True,4
1.8,20,1.313912,False,True,3
0.77,23,1.318091,False,True,2
1.59,41,1.325102,False,True,3
0.88,12,1.32733,False,True,2
2.81,19,1.330708,False,True,4
-0.07,7,1.331976,False,True,1
0.93,7,1.333301,False,True,2
-0.01,1,1.33355,False,True,1
0.78,22,1.33719,False,True,2
-0.06,6,1.338272,False,True,1
1.96,4,1.339064,False,True,3
3.79,21,1.342851,False,True,5
0.94,6,1.343939,False,True,2
-0.16,16,1.346641,False,True,1
-0.12,12,1.348707,False,True,1
0.85,15,1.351818,False,True,2
-0.03,3,1.352534,False,True,1
0.9,10,1.354345,False,True,2
1.92,8,1.3558,False,True,3
2.84,16,1.358583,False,True,4
2.61,39,1.365475,False,True,4
-0.04,4,1.366235,False,True,1
0.67,33,1.371919,False,True,2
-0.08,8,1.373437,False,True,1
-0.02,2,1.373854,False,True,1
1.86,14,1.376288,False,True,3
1.77,23,1.380168,False,True,3
-0.03,3,1.380761,False,True,1
2.85,15,1.383452,False,True,4
0.78,22,1.387265,False,True,2
-0.15,15,1.389791,False,True,1
-0.05,5,1.390722,False,True,1
6.68,32,1.396715,False,True,8
0.94,6,1.397837,False,True,2
0.62,38,1.404372,False,True,2
0.9,10,1.406181,False,True,2
0.81,19,1.409557,False,True,2
0.95,5,1.410495,False,True,2
-0.05,5,1.411471,False,True,1
0.8,20,1.415144,False,True,2
0.97,3,1.415805,False,True,2
0.75,25,1.419919,False,True,2
-0.05,5,1.420818,False,True,1
0.89,11,1.422677,False,True,2
2.93,7,1.424073,False,True,4
0.83,17,1.42708,False,True,2
-0.25,25,1.431207,False,True,1
1.65,35,1.437232,False,True,3
0.91,9,1.438901,False,True,2
-0.26,26,1.443234,False,True,1
1.47,53,1.452358,False,True,3
4.5,50,1.460832,False,True,6
-0.03,3,1.461479,False,True,1
0.98,2,1.461902,False,True,2
0.97,3,1.462469,False,True,2
3.75,25,1.466593,False,True,5
1.8,20,1.469914,False,True,3
-0.05,5,1.470817,False,True,1
-0.01,1,1.471054,False,True,1
0.96,4,1.471786,False,True,2
0.81,19,1.474934,False,True,2
-0.05,5,1.47588,False,True,1
-0.18,18,1.478896,False,True,1
-0.03,3,1.4795,False,True,1
6.75,25,1.484452,False,True,8
1.92,8,1.485958,False,True,3
1.84,16,1.488695,False,True,3
-0.03,3,1.489276,False,True,1
-0.03,3,1.489865,False,True,1
1.92,8,1.491402,False,True,3
1.9,10,1.493181,False,True,3
2.81,19,1.49666,False,True,4
-0.03,3,1.497299,False,True,1
1.93,7,1.498538,False,True,3
-0.22,22,1.50262,False,True,1
3.94,6,1.503773,False,True,5
2.75,25,1.508119,False,True,4
0.91,9,1.509703,False,True,2
0.79,21,1.513287,False,True,2
-0.08,8,1.514696,False,True,1
3.76,24,1.519226,False,True,5
0.83,17,1.522264,False,True,2
0.54,46,1.529934,False,True,2
-0.06,6,1.531034,False,True,1
-0.05,5,1.531939,False,True,1
-0.02,2,1.532344,False,True,1
13.82,18,1.535707,True,False,9
5.67,33,1.541431,False,True,7
2.79,21,1.545076,False,True,4
3.78,22,1.54902,False,True,5
-0.05,5,1.735441,False,True,1
0.89,11,1.737625,False,True,2
1.81,19,1.740946,False,True,3
2.84,16,1.743938,False,True,4
0.94,6,1.745109,False,True,2
-0.05,5,1.74605,False,True,1
1.88,12,1.748493,False,True,3
1.95,5,1.749492,False,True,3
2.75,25,1.75366,False,True,4
0.96,4,1.754405,False,True,2
0.85,15,1.757382,False,True,2
3.88,12,1.759417,False,True,5
1.7,30,1.76429,False,True,3
1.95,5,1.765195,False,True,3
-0.01,1,1.765438,False,True,1
0.97,3,1.766007,False,True,2
-0.02,2,1.766429,False,True,1
1.83,17,1.769327,False,True,3
-0.03,3,1.769918,False,True,1
-0.03,3,1.770526,False,True,1
3.77,23,1.774333,False,True,5
-0.03,3,1.774898,False,True,1
0.96,4,1.775625,False,True,2
0.95,5,1.77686,False,True,2
0.94,6,1.778095,False,True,2
3.88,12,1.78034,False,True,5
-0.04,4,1.781073,False,True,1
2.79,21,1.784577,False,True,4
2.86,14,1.787321,False,True,4
0.77,23,1.791664,False,True,2
-0.11,11,1.793743,False,True,1
0.94,6,1.794907,False,True,2
2.85,15,1.797577,False,True,4
-0.03,3,1.798186,False,True,1
3.81,19,1.801498,False,True,5
1.95,5,1.802398,False,True,3
-0.01,1,1.802652,False,True,1
0.98,2,1.803059,False,True,2
0.87,13,1.80523,False,True,2
3.84,16,1.808002,False,True,5
4.82,18,1.811749,False,True,6
-0.19,19,1.815148,False,True,1
-0.05,5,1.816258,False,True,1
0.91,9,1.817911,False,True,2
-0.08,8,1.819425,False,True,1
2.84,16,1.822245,False,True,4
2.68,32,1.828197,False,True,4
0.81,19,1.831465,False,True,2
4.87,13,1.833889,False,True,6
3.83,17,1.837022,False,True,5
-0.03,3,1.837677,False,True,1
0.93,7,1.838923,False,True,2
-0.06,6,1.840254,False,True,1
2.83,17,1.843482,False,True,4
0.92,8,1.844977,False,True,2
-0.07,7,1.846469,False,True,1
0.98,2,1.846969,False,True,2
-0.03,3,1.847581,False,True,1
3.64,36,1.854333,False,True,5
-0.02,2,1.854855,False,True,1
2.64,36,1.861246,False,True,4
0.86,14,1.863671,False,True,2
0.92,8,1.865062,False,True,2
0.87,13,1.867227,False,True,2
-0.02,2,1.867762,False,True,1
0.93,7,1.869139,False,True,2
0.83,17,1.872198,False,True,2
-0.02,2,1.872638,False,True,1
0.95,5,1.873536,False,True,2
-0.02,2,1.873939,False,True,1
0.9,10,1.875633,False,True,2
0.92,8,1.877032,False,True,2
0.96,4,1.878014,False,True,2
-0.25,25,1.882482,False,True,1
0.91,9,1.884148,False,True,2
2.93,7,1.885379,False,True,4
-0.11,11,1.887218,False,True,1
6.69,31,1.893118,False,True,8
-0.22,22,1.896868,False,True,1
2.87,13,1.899655,False,True,4
-0.01,1,1.89993,False,True,1
-0.02,2,1.900336,False,True,1
2.9,10,1.90205,False,True,4
2.94,6,1.903105,False,True,4
0.95,5,1.90398,False,True,2
4.78,22,1.907637,False,True,6
-0.01,1,1.908026,False,True,1
-0.04,4,1.908947,False,True,1
2.92,8,1.91043,False,True,4
2.84,16,1.913506,False,True,4
4.6,40,1.92076,False,True,6
-0.03,3,1.92141,False,True,1
0.78,22,1.925235,False,True,2
-0.2,20,1.928515,False,True,1
-0.07,7,1.929886,False,True,1
2.81,19,1.933346,False,True,4
-0.07,7,1.934662,False,True,1
3.66,34,1.940678,False,True,5
2.86,14,1.943366,False,True,4
3.45,55,1.952907,False,True,5
0.93,7,1.954267,False,True,2
-0.03,3,1.954847,False,True,1
5.85,15,1.957354,False,True,7
0.9,10,1.959137,False,True,2
0.97,3,1.959705,False,True,2
3.86,14,1.962043,False,True,5
0.97,3,1.962636,False,True,2
1.96,4,1.963376,False,True,3
0.83,17,1.966404,False,True,2
4.57,43,1.973667,False,True,6
-0.05,5,1.974611,False,True,1
-0.1,10,1.976641,False,True,1
2.77,23,1.980825,False,True,4
-0.02,2,1.981284,False,True,1
0.95,5,1.98221,False,True,2
2.87,13,1.984528,False,True,4
1.96,4,1.985301,False,True,3
-0.05,5,1.986387,False,True,1
-0.02,2,1.986881,False,True,1
4.77,23,1.991005,False,True,6
2.6,40,1.997939,False,True,4
0.84,16,2.000937,False,True,2
-0.05,5,2.001894,False,True,1
0.92,8,2.003331,False,True,2
0.79,21,2.006923,False,True,2
-0.14,14,2.009531,False,True,1
-0.02,2,2.009983,False,True,1
-0.06,6,2.011129,False,True,1
3.77,23,2.015238,False,True,5
-0.15,15,2.018325,False,True,1
0.9,10,2.020104,False,True,2
-0.09,9,2.021688,False,True,1
1.66,34,2.027443,False,True,3
2.92,8,2.028847,False,True,4
-0.08,8,2.03033,False,True,1
0.96,4,2.031103,False,True,2
1.96,4,2.031846,False,True,3
0.94,6,2.032975,False,True,2
1.93,7,2.034235,False,True,3
-0.07,7,2.03546,False,True,1
1.77,23,2.039475,False,True,3
2.72,28,2.04418,False,True,4
1.95,5,2.04516,False,True,3
2.74,26,2.049569,False,True,4
3.78,22,2.053369,False,True,5
0.93,7,2.054624,False,True,2
-0.13,13,2.056818,False,True,1
2.86,14,2.059913,False,True,4
2.54,46,2.06789,False,True,4
-0.04,4,2.068667,False,True,1
3.89,11,2.070568,False,True,5
-0.09,9,2.072135,False,True,1
0.93,7,2.073435,False,True,2
0.97,3,2.074048,False,True,2
2.7,30,2.079248,False,True,4
0.97,3,2.079883,False,True,2
-0.11,11,2.081765,False,True,1
0.89,11,2.083925,False,True,2
0.95,5,2.084848,False,True,2
1.84,16,2.087473,False,True,3
1.83,17,2.090257,False,True,3
0.77,23,2.094189,False,True,2
4.89,11,2.096154,False,True,6
0.91,9,2.097695,False,True,2
2.59,41,2.105024,False,True,4
2.79,21,2.295156,False,True,4
0.89,11,2.297502,False,True,2
2.86,14,2.299973,False,True,4
0.9,10,2.301717,False,True,2
-0.05,5,2.302892,False,True,1
0.97,3,2.303591,False,True,2
-0.02,2,2.304027,False,True,1
0.98,2,2.30445,False,True,2
3.86,14,2.306822,False,True,5
-0.06,6,2.308045,False,True,1
1.71,29,2.313687,False,True,3
-0.01,1,2.314023,False,True,1
0.97,3,2.314644,False,True,2
2.8,20,2.318112,False,True,4
1.89,11,2.320032,False,True,3
-0.02,2,2.320446,False,True,1
-0.03,3,2.321036,False,True,1
0.6,40,2.328441,False,True,2
-0.07,7,2.329943,False,True,1
5.58,42,2.337293,False,True,7
1.95,5,2.338441,False,True,3
1.93,7,2.339722,False,True,3
3.66,34,2.345616,False,True,5
0.98,2,2.346047,False,True,2
0.94,6,2.347124,False,True,2
-0.04,4,2.347865,False,True,1
0.93,7,2.349342,False,True,2
-0.06,6,2.350458,False,True,1
-0.03,3,2.351172,False,True,1
0.96,4,2.352332,False,True,2
-0.14,14,2.355016,False,True,1
13.79,21,2.358815,True,False,9
-0.04,4,2.359617,False,True,1
1.92,8,2.361159,False,True,3
0.8,20,2.364974,False,True,2
0.91,9,2.366673,False,True,2
0.91,9,2.368294,False,True,2
1.94,6,2.36938,False,True,3
0.96,4,2.370252,False,True,2
-0.07,7,2.371575,False,True,1
13.79,21,2.375239,True,False,9
3.9,10,2.377032,False,True,5
2.95,5,2.377959,False,True,4
4.78,22,2.381615,False,True,6
-0.02,2,2.382036,False,True,1
-0.02,2,2.382435,False,True,1
4.77,23,2.386525,False,True,6
3.77,23,2.390509,False,True,5
1.88,12,2.392898,False,True,3
2.93,7,2.394245,False,True,4
3.85,15,2.396839,False,True,5
2.91,9,2.398464,False,True,4
-0.06,6,2.399556,False,True,1
3.71,29,2.404739,False,True,5
1.92,8,2.406309,False,True,3
0.93,7,2.407836,False,True,2
2.87,13,2.410108,False,True,4
-0.03,3,2.410704,False,True,1
-0.03,3,2.411331,False,True,1
1.93,7,2.412654,False,True,3
0.86,14,2.41526,False,True,2
0.94,6,2.41637,False,True,2
1.97,3,2.416949,False,True,3
2.84,16,2.419642,False,True,4
-0.04,4,2.420366,False,True,1
4.77,23,2.42465,False,True,6
2.87,13,2.426904,False,True,4
2.92,8,2.428311,False,True,4
-0.01,1,2.428566,False,True,1
2.94,6,2.429622,False,True,4
4.74,26,2.434274,False,True,6
0.79,21,2.437943,False,True,2
2.94,6,2.439064,False,True,4
4.78,22,2.443163,False,True,6
5.76,24,2.447424,False,True,7
-0.17,17,2.450431,False,True,1
0.91,9,2.452128,False,True,2
-0.04,4,2.452926,False,True,1
-0.01,1,2.45318,False,True,1
6.75,25,2.457617,False,True,8
2.87,13,2.459915,False,True,4
0.85,15,2.462481,False,True,2
3.78,22,2.466319,False,True,5
2.69,31,2.471486,False,True,4
-0.03,3,2.47208,False,True,1
-0.01,1,2.472319,False,True,1
1.87,13,2.474571,False,True,3
-0.02,2,2.474979,False,True,1
0.95,5,2.476143,False,True,2
-0.02,2,2.476631,False,True,1
0.96,4,2.47774,False,True,2
-0.07,7,2.479038,False,True,1
-0.02,2,2.479472,False,True,1
-0.04,4,2.480225,False,True,1
0.95,5,2.481162,False,True,2
-0.11,11,2.483146,False,True,1
-0.03,3,2.483742,False,True,1
3.59,41,2.490774,False,True,5
1.92,8,2.492244,False,True,3
4.91,9,2.493791,False,True,6
5.85,15,2.496346,False,True,7
5.73,27,2.501024,False,True,7
3.74,26,2.505449,False,True,5
13.69,31,2.510636,True,False,9
1.82,18,2.513635,False,True,3
13.81,19,2.517259,True,False,9
-0.17,17,2.520639,False,True,1
0.89,11,2.522667,False,True,2
0.94,6,2.523787,False,True,2
3.85,15,2.526708,False,True,5
3.93,7,2.528128,False,True,5
-0.02,2,2.528578,False,True,1
2.84,16,2.531388,False,True,4
-0.03,3,2.532165,False,True,1
2.64,36,2.538407,False,True,4
1.9,10,2.540267,False,True,3
