environment,algorithm,config,training_seed,checkpoint_steps,evaluation_episodes,eval_seed_start,successes,success_rate,collisions,collision_rate,timeouts,timeout_rate,avg_reward,avg_episode_length,avg_max_row,wait_pct,forward_pct,backward_pct,left_pct,right_pct
v6_local1,recurrent_ppo,lstm64_ent02,4,200000,100,1000,1,0.01,99,0.99,0,0.0,3.5629999999999997,5.7,4.56,0.2,0.8,0.0,0.0,0.0
v6_local1,recurrent_ppo,lstm64_ent02,4,400000,100,1000,8,0.08,92,0.92,0,0.0,3.9424000000000006,5.76,4.52,0.0,0.7847222222222222,0.03125,0.171875,0.012152777777777778
v6_local1,recurrent_ppo,lstm64_ent02,4,600000,100,1000,23,0.23,77,0.77,0,0.0,5.757800000000002,20.22,5.58,0.049950544015825916,0.27596439169139464,0.09495548961424333,0.4876360039564787,0.09149357072205737
v6_local1,recurrent_ppo,lstm64_ent02,4,800000,100,1000,31,0.31,69,0.69,0,0.0,6.687400000000002,19.26,6.02,0.018691588785046728,0.3125649013499481,0.0612668743509865,0.5254413291796469,0.08203530633437175
v6_local1,recurrent_ppo,lstm64_ent02,4,1000000,100,1000,25,0.25,75,0.75,0,0.0,5.985400000000001,27.46,5.76,0.230517115804807,0.2177713037144938,0.08048069919883467,0.43117261471230883,0.04005826656955572
