algorithm,training_seed,checkpoint_steps,evaluation_episodes,eval_seed_start,successes,success_rate,collisions,collision_rate,timeouts,timeout_rate,avg_reward,avg_episode_length,avg_max_row,avg_success_episode_length,avg_failure_episode_length,wait_pct,forward_pct,backward_pct,left_pct,right_pct,collision_row_1,collision_row_3,model_path
qrdqn,0,200000,100,1000,19,0.19,67,0.67,14,0.14,1.5315999999999994,12.84,2.08,9.894736842105264,13.530864197530864,0.4618380062305296,0.16199376947040497,0.16277258566978192,0.04984423676012461,0.16355140186915887,44,23,results/runs/qrdqn_50q_seed0/checkpoints/qrdqn_50q_seed0_200000_steps
qrdqn,0,400000,100,1000,36,0.36,64,0.64,0,0.0,4.631900000000002,12.81,3.6,12.444444444444445,13.015625,0.36143637782982047,0.2810304449648712,0.00312256049960968,0.1678376268540203,0.1865729898516784,6,58,results/runs/qrdqn_50q_seed0/checkpoints/qrdqn_50q_seed0_400000_steps
qrdqn,0,600000,100,1000,47,0.47,53,0.53,0,0.0,5.301199999999999,13.88,3.62,14.148936170212766,13.641509433962264,0.1484149855907781,0.31051873198847263,0.10086455331412104,0.21685878962536023,0.22334293948126802,16,37,results/runs/qrdqn_50q_seed0/checkpoints/qrdqn_50q_seed0_600000_steps
qrdqn,0,800000,100,1000,84,0.84,15,0.15,1,0.01,8.403299999999998,14.67,4.55,14.654761904761905,14.75,0.065439672801636,0.3237900477164281,0.04294478527607362,0.2167689161554192,0.3510565780504431,6,9,results/runs/qrdqn_50q_seed0/checkpoints/qrdqn_50q_seed0_800000_steps
qrdqn,0,1000000,100,1000,87,0.87,13,0.13,0,0.0,8.687899999999996,11.21,4.58,11.137931034482758,11.692307692307692,0.07493309545049064,0.4103479036574487,0.012488849241748439,0.15967885816235505,0.34255129348795715,8,5,results/runs/qrdqn_50q_seed0/final_model
