environment,algorithm,training_seed,checkpoint_steps,evaluation_episodes,eval_seed_start,successes,success_rate,collisions,collision_rate,timeouts,timeout_rate,avg_reward,avg_episode_length,avg_max_row,avg_success_episode_length,avg_failure_episode_length,wait_pct,forward_pct,backward_pct,left_pct,right_pct,collision_row_1,collision_row_3,model_path
v7,ppo,0,200000,100,10000,6,0.06,94,0.94,0,0.0,5.123300000000001,8.67,5.85,14.666666666666666,8.287234042553191,0.11534025374855825,0.6943483275663207,0.07612456747404844,0.02768166089965398,0.08650519031141868,2,6,results/runs/v7/ppo_seed0/checkpoints/ppo_seed0_200000_steps
v7,ppo,0,400000,100,10000,11,0.11,89,0.89,0,0.0,5.7089,10.11,6.15,16.181818181818183,9.359550561797754,0.18496538081107813,0.636003956478734,0.05440158259149357,0.03956478733926805,0.08506429277942631,4,5,results/runs/v7/ppo_seed0/checkpoints/ppo_seed0_400000_steps
v7,ppo,0,600000,100,10000,17,0.17,83,0.83,0,0.0,6.241700000000002,12.83,6.35,15.117647058823529,12.36144578313253,0.1387373343725643,0.5549493374902572,0.09820732657833203,0.08261886204208885,0.1254871395167576,3,6,results/runs/v7/ppo_seed0/checkpoints/ppo_seed0_600000_steps
v7,ppo,0,800000,100,10000,21,0.21,79,0.79,0,0.0,6.739400000000002,14.06,6.62,20.095238095238095,12.455696202531646,0.22048364153627312,0.5320056899004267,0.08250355618776671,0.06827880512091039,0.09672830725462304,4,4,results/runs/v7/ppo_seed0/checkpoints/ppo_seed0_800000_steps
v7,ppo,0,1000000,100,10000,36,0.36,61,0.61,3,0.03,7.908900000000002,21.11,7.08,24.0,19.484375,0.29275225011842726,0.42396968261487444,0.11890099478919944,0.07863571766935101,0.08574135480814779,0,6,results/runs/v7/ppo_seed0/final_model
