#{"t_start": 1787299201.422247, "env_id": "None"}
r,l,t,success,collision,max_y
0.91,9,0.45832,False,True,2
1.88,12,0.45888,False,True,3
-0.03,3,0.459041,False,True,1
-0.07,7,0.459356,False,True,1
-0.06,6,0.463972,False,True,1
-0.01,1,0.464516,False,True,1
0.87,13,0.465118,False,True,2
-0.41,41,0.466676,False,True,1
0.92,8,0.46791,False,True,2
0.83,17,0.468686,False,True,2
0.81,19,0.469454,False,True,2
-0.2,20,0.470243,False,True,1
0.83,17,0.471093,False,True,2
1.85,15,0.471701,False,True,3
2.76,24,0.472668,False,True,4
-0.03,3,0.472832,False,True,1
-0.18,18,0.473649,False,True,1
-0.02,2,0.473758,False,True,1
-0.11,11,0.474221,False,True,1
-0.18,18,0.474928,False,True,1
-0.07,7,0.475322,False,True,1
-0.19,19,0.476073,False,True,1
-0.02,2,0.476178,False,True,1
1.68,32,0.477414,False,True,3
0.93,7,0.47793,False,True,2
-0.07,7,0.478291,False,True,1
1.96,4,0.478494,False,True,3
-0.04,4,0.478703,False,True,1
-0.15,15,0.479611,False,True,1
-0.07,7,0.479966,False,True,1
2.68,32,0.481244,False,True,4
-0.04,4,0.481458,False,True,1
0.84,16,0.482282,False,True,2
1.9,10,0.482968,False,True,3
0.89,11,0.483586,False,True,2
-0.02,2,0.483751,False,True,1
-0.08,8,0.48424,False,True,1
-0.01,1,0.484319,False,True,1
-0.09,9,0.48509,False,True,1
0.91,9,0.485869,False,True,2
-0.15,15,0.486687,False,True,1
-0.03,3,0.48684,False,True,1
1.9,10,0.487311,False,True,3
-0.07,7,0.487783,False,True,1
-0.02,2,0.488084,False,True,1
-0.06,6,0.488405,False,True,1
-0.01,1,0.488488,False,True,1
1.92,8,0.488842,False,True,3
1.86,14,0.489536,False,True,3
-0.04,4,0.489742,False,True,1
1.92,8,0.490113,False,True,3
-0.02,2,0.490424,False,True,1
0.9,10,0.491011,False,True,2
0.81,19,0.491799,False,True,2
-0.05,5,0.492034,False,True,1
-0.01,1,0.492134,False,True,1
-0.11,11,0.493099,False,True,1
1.92,8,0.493686,False,True,3
-0.11,11,0.49417,False,True,1
-0.06,6,0.49446,False,True,1
-0.14,14,0.49528,False,True,1
-0.02,2,0.49545,False,True,1
1.89,11,0.495924,False,True,3
-0.08,8,0.496268,False,True,1
-0.08,8,0.4967,False,True,1
-0.04,4,0.49691,False,True,1
-0.04,4,0.497103,False,True,1
-0.07,7,0.497414,False,True,1
-0.19,19,0.498277,False,True,1
0.71,29,0.499424,False,True,2
-0.14,14,0.499995,False,True,1
-0.05,5,0.500226,False,True,1
1.97,3,0.500465,False,True,3
1.78,22,0.501312,False,True,3
1.71,29,0.502449,False,True,3
-0.02,2,0.502587,False,True,1
0.87,13,0.503189,False,True,2
0.75,25,0.504443,False,True,2
1.81,19,0.505233,False,True,3
1.55,45,0.506966,False,True,3
1.92,8,0.507509,False,True,3
-0.02,2,0.507648,False,True,1
0.94,6,0.507914,False,True,2
1.89,11,0.508382,False,True,3
-0.09,9,0.508835,False,True,1
1.69,31,0.510031,False,True,3
-0.02,2,0.510162,False,True,1
-0.14,14,0.510719,False,True,1
3.85,15,0.512064,False,True,5
-0.08,8,0.512421,False,True,1
-0.02,2,0.512531,False,True,1
0.61,39,0.514043,False,True,2
-0.01,1,0.514422,False,True,1
-0.15,15,0.515054,False,True,1
-0.06,6,0.515331,False,True,1
-0.02,2,0.515447,False,True,1
-0.05,5,0.515765,False,True,1
-0.03,3,0.51593,False,True,1
-0.03,3,0.51609,False,True,1
-0.02,2,0.516203,False,True,1
-0.02,2,0.5164,False,True,1
-0.03,3,0.516562,False,True,1
3.8,20,0.517362,False,True,5
0.92,8,0.517703,False,True,2
-0.03,3,0.517911,False,True,1
-0.04,4,0.518108,False,True,1
-0.52,52,0.520035,False,True,1
-0.03,3,0.520191,False,True,1
1.89,11,0.520712,False,True,3
-0.38,38,0.522138,False,True,1
-0.06,6,0.52241,False,True,1
1.82,18,0.523087,False,True,3
-0.04,4,0.523345,False,True,1
-0.11,11,0.523805,False,True,1
0.81,19,0.524698,False,True,2
0.75,25,0.525774,False,True,2
-0.01,1,0.525985,False,True,1
-0.04,4,0.526242,False,True,1
-0.08,8,0.52662,False,True,1
0.9,10,0.527063,False,True,2
-0.04,4,0.527597,False,True,1
-0.03,3,0.52783,False,True,1
1.88,12,0.528493,False,True,3
-0.09,9,0.528911,False,True,1
-0.18,18,0.529773,False,True,1
-0.02,2,0.52991,False,True,1
-0.11,11,0.530392,False,True,1
-0.01,1,0.53047,False,True,1
0.8,20,0.531439,False,True,2
-0.04,4,0.531647,False,True,1
3.94,6,0.531921,False,True,5
0.82,18,0.532686,False,True,2
-0.04,4,0.533027,False,True,1
-0.05,5,0.533264,False,True,1
-0.2,20,0.534069,False,True,1
1.84,16,0.534852,False,True,3
-0.04,4,0.535125,False,True,1
-0.03,3,0.535291,False,True,1
1.96,4,0.53548,False,True,3
0.94,6,0.535732,False,True,2
-0.01,1,0.535884,False,True,1
-0.01,1,0.535959,False,True,1
-0.08,8,0.536308,False,True,1
-0.09,9,0.536667,False,True,1
1.93,7,0.53704,False,True,3
-0.24,24,0.537944,False,True,1
-0.15,15,0.538538,False,True,1
-0.18,18,0.539222,False,True,1
1.96,4,0.539486,False,True,3
-0.03,3,0.539651,False,True,1
-0.01,1,0.539722,False,True,1
0.87,13,0.540246,False,True,2
1.93,7,0.540642,False,True,3
-0.01,1,0.540739,False,True,1
-0.41,41,0.542871,False,True,1
0.78,22,0.543744,False,True,2
-0.05,5,0.544081,False,True,1
0.96,4,0.544275,False,True,2
-0.13,13,0.544927,False,True,1
0.73,27,0.546087,False,True,2
-0.01,1,0.546271,False,True,1
-0.04,4,0.546482,False,True,1
0.92,8,0.546836,False,True,2
1.96,4,0.547032,False,True,3
-0.07,7,0.547402,False,True,1
-0.06,6,0.547685,False,True,1
-0.06,6,0.547941,False,True,1
-0.13,13,0.548473,False,True,1
-0.14,14,0.549101,False,True,1
-0.03,3,0.549263,False,True,1
0.95,5,0.549489,False,True,2
-0.05,5,0.549706,False,True,1
-0.13,13,0.550317,False,True,1
-0.07,7,0.550618,False,True,1
-0.05,5,0.550866,False,True,1
-0.03,3,0.551001,False,True,1
-0.04,4,0.551435,False,True,1
-0.03,3,0.551641,False,True,1
2.76,24,0.552607,False,True,4
-0.01,1,0.552694,False,True,1
-0.03,3,0.552966,False,True,1
-0.03,3,0.553142,False,True,1
3.9,10,0.553565,False,True,5
-0.07,7,0.553879,False,True,1
-0.02,2,0.554083,False,True,1
-0.01,1,0.554162,False,True,1
-0.07,7,0.554477,False,True,1
-0.06,6,0.55488,False,True,1
-0.07,7,0.555453,False,True,1
1.76,24,0.556444,False,True,3
-0.03,3,0.556651,False,True,1
-0.05,5,0.556906,False,True,1
2.9,10,0.557425,False,True,4
3.93,7,0.55775,False,True,5
1.8,20,0.558562,False,True,3
0.95,5,0.558797,False,True,2
-0.13,13,0.559585,False,True,1
-0.05,5,0.55982,False,True,1
0.89,11,0.560305,False,True,2
-0.16,16,0.560946,False,True,1
0.85,15,0.561627,False,True,2
-0.23,23,0.562575,False,True,1
-0.03,3,0.562746,False,True,1
-0.01,1,0.562814,False,True,1
-0.03,3,0.56306,False,True,1
2.91,9,0.563439,False,True,4
-0.02,2,0.563564,False,True,1
0.92,8,0.56391,False,True,2
-0.09,9,0.564394,False,True,1
-0.01,1,0.564472,False,True,1
0.79,21,0.565569,False,True,2
-0.07,7,0.565909,False,True,1
1.97,3,0.566174,False,True,3
-0.07,7,0.5665,False,True,1
-0.07,7,0.5668,False,True,1
-0.12,12,0.567307,False,True,1
-0.11,11,0.56784,False,True,1
0.87,13,0.568523,False,True,2
1.77,23,0.56949,False,True,3
-0.02,2,0.569643,False,True,1
3.82,18,0.570506,False,True,5
-0.11,11,0.570979,False,True,1
1.89,11,0.571461,False,True,3
-0.13,13,0.571986,False,True,1
-0.04,4,0.572274,False,True,1
0.89,11,0.572758,False,True,2
-0.01,1,0.572834,False,True,1
-0.03,3,0.573,False,True,1
-0.06,6,0.573345,False,True,1
1.85,15,0.574166,False,True,3
-0.01,1,0.574291,False,True,1
-0.44,44,0.57624,False,True,1
1.89,11,0.576826,False,True,3
-0.08,8,0.577185,False,True,1
-0.07,7,0.57749,False,True,1
1.88,12,0.577988,False,True,3
1.88,12,0.578561,False,True,3
-0.1,10,0.578966,False,True,1
2.88,12,0.579453,False,True,4
1.8,20,0.580243,False,True,3
-0.03,3,0.580481,False,True,1
-0.08,8,0.580843,False,True,1
1.9,10,0.581245,False,True,3
-0.05,5,0.581487,False,True,1
0.93,7,0.581839,False,True,2
-0.19,19,0.58258,False,True,1
1.9,10,0.583011,False,True,3
-0.01,1,0.583081,False,True,1
-0.18,18,0.583852,False,True,1
-0.03,3,0.584018,False,True,1
0.95,5,0.584255,False,True,2
0.91,9,0.584653,False,True,2
-0.08,8,0.585278,False,True,1
-0.03,3,0.585465,False,True,1
-0.02,2,0.585601,False,True,1
-0.1,10,0.586038,False,True,1
1.83,17,0.586894,False,True,3
1.67,33,0.588231,False,True,3
-0.08,8,0.588584,False,True,1
-0.12,12,0.589081,False,True,1
-0.09,9,0.589535,False,True,1
-0.09,9,0.589912,False,True,1
-0.04,4,0.5901,False,True,1
-0.26,26,0.591147,False,True,1
-0.1,10,0.591688,False,True,1
-0.25,25,0.592685,False,True,1
-0.08,8,0.593021,False,True,1
0.86,14,0.593589,False,True,2
-0.02,2,0.593791,False,True,1
-0.12,12,0.594282,False,True,1
-0.18,18,0.595253,False,True,1
-0.03,3,0.595478,False,True,1
-0.01,1,0.59577,False,True,1
-0.03,3,0.595981,False,True,1
-0.11,11,0.596476,False,True,1
-0.13,13,0.597044,False,True,1
-0.06,6,0.597471,False,True,1
-0.08,8,0.597867,False,True,1
