environment,algorithm,training_seed,checkpoint_steps,evaluation_episodes,eval_seed_start,successes,success_rate,collisions,collision_rate,timeouts,timeout_rate,avg_reward,avg_episode_length,avg_max_row,avg_success_episode_length,avg_failure_episode_length,wait_pct,forward_pct,backward_pct,left_pct,right_pct,collision_row_1,collision_row_3,model_path
v5,qrdqn,1,200000,100,1000,0,0.0,22,0.22,78,0.78,-2.6198999999999972,84.99,2.35,0.0,84.99,0.23026238380985997,0.055535945405341805,0.2032003765148841,0.19543475703023885,0.31556653723967526,0,9,results/runs/v5/qrdqn_50q_seed1/checkpoints/qrdqn_50q_seed1_200000_steps
v5,qrdqn,1,400000,100,1000,24,0.24,76,0.76,0,0.0,6.765300000000008,57.47,6.9,54.958333333333336,58.26315789473684,0.3283452235949191,0.1442491734818166,0.024882547416043153,0.2202888463546198,0.28223420915260133,0,2,results/runs/v5/qrdqn_50q_seed1/checkpoints/qrdqn_50q_seed1_400000_steps
v5,qrdqn,1,600000,100,1000,23,0.23,77,0.77,0,0.0,6.959199999999999,24.08,6.82,28.304347826086957,22.818181818181817,0.2803156146179402,0.3064784053156146,0.023255813953488372,0.12375415282392027,0.2661960132890365,0,1,results/runs/v5/qrdqn_50q_seed1/checkpoints/qrdqn_50q_seed1_600000_steps
v5,qrdqn,1,800000,100,1000,32,0.32,68,0.68,0,0.0,7.975400000000005,34.46,7.4,36.0,33.73529411764706,0.2640742890307603,0.22954149738827626,0.014799767846778875,0.2919326755658735,0.1996517701683111,0,1,results/runs/v5/qrdqn_50q_seed1/checkpoints/qrdqn_50q_seed1_800000_steps
v5,qrdqn,1,1000000,100,1000,28,0.28,71,0.71,1,0.01,7.544400000000001,26.56,7.17,27.607142857142858,26.15277777777778,0.16528614457831325,0.3328313253012048,0.06287650602409639,0.2059487951807229,0.23305722891566266,0,2,results/runs/v5/qrdqn_50q_seed1/final_model
