episodes,successes,success_rate,collisions,collision_rate,timeouts,timeout_rate,avg_reward,avg_episode_length,avg_max_row,wait_pct,forward_pct,backward_pct,left_pct,right_pct,environment,algorithm,config,training_seed,checkpoint_steps
100,5,0.05,95,0.95,0,0.0,3.7122999999999995,4.77,4.46,0.0,0.9350104821802935,0.0,0.06289308176100629,0.0020964360587002098,v6_local1,recurrent_ppo,lowlr_ent01,0,200000
100,3,0.03,97,0.97,0,0.0,3.5118,4.82,4.38,0.0,0.9087136929460581,0.0,0.06224066390041494,0.029045643153526972,v6_local1,recurrent_ppo,lowlr_ent01,0,400000
