environment,algorithm,training_seed,checkpoint_steps,evaluation_episodes,eval_seed_start,successes,success_rate,collisions,collision_rate,road_collisions,road_collision_rate,drownings,drowning_rate,timeouts,timeout_rate,avg_reward,avg_episode_length,avg_max_row,avg_success_episode_length,avg_failure_episode_length,wait_pct,forward_pct,backward_pct,left_pct,right_pct,collision_row_1,collision_row_3,model_path
v9,ppo,3,200000,100,1000,23,0.23,77,0.77,52,0.52,25,0.25,0,0.0,6.599300000000002,9.07,6.31,12.304347826086957,8.103896103896103,0.16758544652701213,0.743109151047409,0.04851157662624035,0.002205071664829107,0.03858875413450937,1,5,results/runs/v9/ppo_seed3/checkpoints/ppo_seed3_200000_steps
v9,ppo,3,400000,100,1000,31,0.31,69,0.69,47,0.47,22,0.22,0,0.0,7.498900000000003,10.11,6.74,11.935483870967742,9.289855072463768,0.19683481701285854,0.6993076162215628,0.032640949554896145,0.024727992087042534,0.04648862512363996,1,6,results/runs/v9/ppo_seed3/checkpoints/ppo_seed3_400000_steps
v9,ppo,3,600000,100,1000,31,0.31,68,0.68,43,0.43,25,0.25,1,0.01,7.220200000000001,12.98,6.53,13.451612903225806,12.768115942028986,0.20647149460708783,0.5909090909090909,0.10092449922958398,0.045454545454545456,0.05624036979969183,0,6,results/runs/v9/ppo_seed3/checkpoints/ppo_seed3_600000_steps
v9,ppo,3,800000,100,1000,27,0.27,72,0.72,46,0.46,26,0.26,1,0.01,6.918100000000001,14.19,6.48,13.88888888888889,14.301369863013699,0.1719520789288231,0.5771670190274841,0.14376321353065538,0.047216349541930935,0.059901338971106416,1,7,results/runs/v9/ppo_seed3/checkpoints/ppo_seed3_800000_steps
v9,ppo,3,1000000,100,1000,30,0.3,70,0.7,50,0.5,20,0.2,0,0.0,7.328500000000004,13.15,6.66,16.5,11.714285714285714,0.20380228136882128,0.5604562737642586,0.06692015209125475,0.0844106463878327,0.0844106463878327,1,6,results/runs/v9/ppo_seed3/final_model
