algorithm,training_seed,checkpoint_steps,evaluation_episodes,eval_seed_start,successes,success_rate,collisions,collision_rate,timeouts,timeout_rate,avg_reward,avg_episode_length,avg_max_row,avg_success_episode_length,avg_failure_episode_length,wait_pct,forward_pct,backward_pct,left_pct,right_pct,collision_row_1,collision_row_3,model_path
dqn,4,200000,100,1000,0,0.0,0,0.0,100,1.0,-5.5,50.0,0.0,0.0,50.0,0.016,0.0,0.0,0.0,0.984,0,0,results/runs/dqn_seed4/checkpoints/dqn_seed4_200000_steps
dqn,4,400000,100,1000,0,0.0,0,0.0,100,1.0,-5.5,50.0,0.0,0.0,50.0,0.5922,0.0,0.3288,0.0226,0.0564,0,0,results/runs/dqn_seed4/checkpoints/dqn_seed4_400000_steps
dqn,4,600000,100,1000,0,0.0,0,0.0,100,1.0,-5.5,50.0,0.0,0.0,50.0,0.0626,0.0,0.4558,0.0,0.4816,0,0,results/runs/dqn_seed4/checkpoints/dqn_seed4_600000_steps
dqn,4,800000,100,1000,0,0.0,37,0.37,63,0.63,-2.4525,40.25,1.47,0.0,40.25,0.2906832298136646,0.036521739130434785,0.14683229813664597,0.3207453416149068,0.20521739130434782,37,0,results/runs/dqn_seed4/checkpoints/dqn_seed4_800000_steps
dqn,4,1000000,100,1000,0,0.0,21,0.21,79,0.79,-3.3083000000000014,43.83,1.29,0.0,43.83,0.5507643166780744,0.02943189596167009,0.08578599133013917,0.002053388090349076,0.3319644079397673,21,0,results/runs/dqn_seed4/final_model
