#{"t_start": 1787334344.7867079, "env_id": "None"}
r,l,t
-0.01,1,3.157374
1.96,4,3.158539
1.96,4,3.159696
1.97,3,3.160618
5.88,12,3.164466
1.94,6,3.166451
1.97,3,3.167394
1.96,4,3.168586
5.92,8,3.170898
1.93,7,3.172917
5.9,10,3.175751
1.94,6,3.177464
5.92,8,3.179714
3.89,11,3.270815
-0.05,5,3.272342
3.94,6,3.274071
1.97,3,3.274974
3.9,10,3.277762
3.95,5,3.279586
5.85,15,3.283954
1.94,6,3.285683
1.97,3,3.286841
3.94,6,3.289092
3.95,5,3.290755
5.91,9,3.293364
1.95,5,3.29482
1.9,10,3.297961
-0.05,5,3.299696
-0.02,2,3.300374
-0.01,1,3.300737
1.95,5,3.302202
3.93,7,3.304366
1.96,4,3.305573
-0.01,1,3.305936
-0.03,3,3.306832
3.92,8,3.40578
5.92,8,3.408185
1.95,5,3.410012
-0.03,3,3.411055
1.97,3,3.41202
3.91,9,3.41478
1.97,3,3.415696
5.93,7,3.41768
3.93,7,3.419676
3.94,6,3.421377
3.95,5,3.422801
-0.03,3,3.423686
5.92,8,3.426422
-0.02,2,3.427149
5.91,9,3.429729
5.92,8,3.431975
-0.04,4,3.433146
3.92,8,3.435383
3.93,7,3.43736
3.91,9,3.439853
3.95,5,3.441288
1.92,8,3.516949
1.97,3,3.517991
5.92,8,3.520319
3.94,6,3.522055
-0.02,2,3.522688
3.94,6,3.524404
5.92,8,3.526726
-0.03,3,3.527621
0.97,3,3.528519
5.93,7,3.530508
5.89,11,3.533549
1.97,3,3.534435
3.94,6,3.53656
1.96,4,3.537885
-0.02,2,3.538547
1.97,3,3.539468
1.97,3,3.54041
1.93,7,3.542367
-0.04,4,3.543525
-0.04,4,3.544684
-0.05,5,3.546592
1.96,4,3.547967
1.97,3,3.548921
1.97,3,3.549835
5.91,9,3.552359
-0.05,5,3.5538
3.95,5,3.637377
13.91,9,3.640176
13.89,11,3.643304
3.93,7,3.645294
3.93,7,3.647294
5.88,12,3.65064
1.97,3,3.65155
1.93,7,3.653514
-0.01,1,3.653876
-0.02,2,3.654506
1.94,6,3.656203
5.92,8,3.658435
-0.01,1,3.65879
-0.03,3,3.659951
3.95,5,3.66153
3.94,6,3.663261
1.97,3,3.664174
3.94,6,3.665885
-0.04,4,3.66704
3.95,5,3.668471
13.85,15,3.673189
1.95,5,3.674687
-0.06,6,3.775472
1.93,7,3.77758
3.92,8,3.779846
5.92,8,3.782109
3.94,6,3.783823
1.96,4,3.784991
1.97,3,3.785886
0.97,3,3.786774
3.94,6,3.788797
-0.05,5,3.790337
3.95,5,3.791833
1.95,5,3.793317
-0.03,3,3.794226
-0.02,2,3.79486
1.96,4,3.796056
1.97,3,3.796964
5.9,10,3.800282
1.94,6,3.80207
-0.01,1,3.802433
13.88,12,3.80614
1.96,4,3.807357
-0.03,3,3.808537
3.93,7,3.810629
-0.06,6,3.812354
1.93,7,3.904805
1.96,4,3.906542
1.97,3,3.908084
1.97,3,3.909107
-0.06,6,3.911053
3.94,6,3.912817
1.95,5,3.914568
-0.06,6,3.916561
3.93,7,3.91874
1.97,3,3.919684
1.96,4,3.920878
1.97,3,3.9218
3.94,6,3.923824
1.96,4,3.925117
1.96,4,3.926708
1.94,6,3.928521
5.89,11,3.93157
5.93,7,3.933559
5.92,8,3.936069
2.94,6,3.937856
-0.02,2,3.938508
13.91,9,3.941051
1.94,6,3.942786
1.97,3,3.9437
3.95,5,4.030933
3.94,6,4.032776
1.97,3,4.0337
-0.02,2,4.034343
5.92,8,4.037114
3.95,5,4.038665
1.97,3,4.039713
1.96,4,4.041023
1.97,3,4.041962
1.95,5,4.043455
1.94,6,4.045195
3.93,7,4.0472
3.95,5,4.04863
3.95,5,4.050538
2.93,7,4.052681
1.97,3,4.053834
3.95,5,4.055362
1.97,3,4.056273
3.95,5,4.057723
1.97,3,4.058634
1.96,4,4.060059
13.87,13,4.063979
1.97,3,4.064993
1.97,3,4.065994
1.95,5,4.067566
3.93,7,4.069763
5.89,11,4.187623
3.91,9,4.19024
3.94,6,4.191962
13.9,10,4.195152
1.97,3,4.196222
5.89,11,4.199647
3.94,6,4.201445
3.95,5,4.202902
1.95,5,4.204742
1.96,4,4.206311
1.96,4,4.207608
3.95,5,4.209104
3.94,6,4.210855
-0.02,2,4.211503
1.97,3,4.212419
3.95,5,4.213896
1.97,3,4.214975
1.95,5,4.216538
1.97,3,4.217468
3.94,6,4.219203
1.97,3,4.220117
1.97,3,4.221028
5.93,7,4.223147
3.92,8,4.308615
3.95,5,4.310297
1.97,3,4.311266
5.93,7,4.313293
0.95,5,4.314762
3.95,5,4.316228
3.94,6,4.317942
1.93,7,4.319937
1.93,7,4.321913
1.95,5,4.323347
1.96,4,4.324526
-0.01,1,4.324884
5.93,7,4.326872
3.94,6,4.328615
1.95,5,4.330094
1.94,6,4.33237
3.92,8,4.334811
1.94,6,4.336588
1.95,5,4.338069
-0.01,1,4.338441
1.97,3,4.339361
1.97,3,4.340281
5.92,8,4.34288
5.92,8,4.34526
1.97,3,4.346183
3.94,6,4.420834
1.97,3,4.421826
3.94,6,4.423784
1.95,5,4.425334
5.93,7,4.427411
1.97,3,4.428359
13.91,9,4.430996
3.95,5,4.432642
-0.02,2,4.433299
3.95,5,4.434774
1.97,3,4.435683
-0.03,3,4.436597
3.94,6,4.438327
1.97,3,4.439251
3.94,6,4.441079
3.94,6,4.442838
3.92,8,4.445246
1.94,6,4.446993
-0.06,6,4.449223
1.96,4,4.450472
1.97,3,4.451386
-0.05,5,4.45284
-0.02,2,4.453802
1.95,5,4.455356
1.97,3,4.456439
5.93,7,4.458501
3.93,7,4.536878
1.97,3,4.537847
3.93,7,4.53983
1.97,3,4.540732
1.96,4,4.541902
1.97,3,4.542804
3.94,6,4.544496
5.93,7,4.547123
-0.02,2,4.547895
1.97,3,4.548841
-0.01,1,4.549208
1.97,3,4.550163
3.95,5,4.551651
5.9,10,4.554507
5.9,10,4.557584
-0.03,3,4.55854
3.95,5,4.560047
-0.01,1,4.560415
1.95,5,4.561862
-0.01,1,4.562225
-0.01,1,4.562591
1.97,3,4.563552
-0.02,2,4.564184
-0.01,1,4.564645
-0.02,2,4.565288
1.95,5,4.566737
3.95,5,4.568189
3.94,6,4.569905
13.89,11,4.573268
1.95,5,4.660915
3.93,7,4.663153
5.93,7,4.66541
5.93,7,4.667484
-0.01,1,4.667887
-0.04,4,4.669072
-0.02,2,4.669722
1.97,3,4.670649
-0.02,2,4.671274
3.93,7,4.67326
3.94,6,4.675143
0.95,5,4.676703
3.93,7,4.678711
3.95,5,4.680166
1.97,3,4.681071
3.95,5,4.682512
1.96,4,4.683683
1.97,3,4.684589
-0.01,1,4.684944
1.96,4,4.686105
-0.01,1,4.686466
3.94,6,4.688162
1.97,3,4.689065
1.96,4,4.69023
1.96,4,4.69139
1.94,6,4.693085
3.95,5,4.694522
1.97,3,4.695429
1.97,3,4.696316
1.97,3,4.69721
-0.04,4,4.698369
1.97,3,4.781619
3.95,5,4.783254
-0.03,3,4.784185
-0.02,2,4.784818
1.97,3,4.785761
13.91,9,4.788334
1.96,4,4.789517
1.95,5,4.791501
1.96,4,4.792904
-0.06,6,4.794706
-0.03,3,4.795632
1.93,7,4.797901
3.92,8,4.800295
3.93,7,4.802598
1.95,5,4.804236
1.97,3,4.805182
3.93,7,4.807341
-0.04,4,4.808535
3.95,5,4.810081
1.96,4,4.8113
3.91,9,4.813891
1.96,4,4.815273
1.97,3,4.816221
3.94,6,4.817943
1.97,3,4.818847
3.95,5,4.82028
-0.02,2,4.82091
3.94,6,4.899608
3.92,8,4.901993
3.95,5,4.903471
13.86,14,4.908045
1.97,3,4.909038
5.9,10,4.911875
-0.01,1,4.912243
1.93,7,4.914223
3.93,7,4.916589
1.97,3,4.917523
5.91,9,4.920079
3.95,5,4.921516
-0.01,1,4.921874
-0.05,5,4.923315
1.97,3,4.924236
3.95,5,4.925864
5.91,9,4.928417
1.97,3,4.929324
13.86,14,4.933194
3.94,6,4.934909
3.9,10,5.032009
5.92,8,5.034402
3.95,5,5.036182
3.95,5,5.037952
1.93,7,5.040258
1.95,5,5.041953
5.93,7,5.044087
1.97,3,5.045016
3.94,6,5.046748
1.95,5,5.048397
-0.02,2,5.049105
3.95,5,5.050732
1.95,5,5.052232
3.94,6,5.054206
5.93,7,5.056293
1.97,3,5.057217
3.95,5,5.058673
1.97,3,5.059608
1.97,3,5.060528
1.97,3,5.061434
-0.01,1,5.061789
1.97,3,5.062682
13.9,10,5.065533
1.96,4,5.066812
3.94,6,5.068651
1.96,4,5.069899
1.97,3,5.153019
3.92,8,5.155497
-0.01,1,5.155873
1.97,3,5.156783
3.94,6,5.158488
1.97,3,5.15939
1.97,3,5.160285
1.97,3,5.161224
1.97,3,5.162319
-0.05,5,5.164175
1.96,4,5.165561
1.97,3,5.166499
5.92,8,5.168753
3.91,9,5.171232
1.97,3,5.172118
3.95,5,5.173954
-0.03,3,5.174932
1.96,4,5.176154
-0.01,1,5.176528
1.96,4,5.177717
1.96,4,5.178902
1.97,3,5.179806
5.91,9,5.18248
1.96,4,5.183805
5.92,8,5.186257
1.97,3,5.187203
13.91,9,5.18995
13.91,9,5.283477
1.97,3,5.284574
-0.02,2,5.285245
1.97,3,5.28617
3.95,5,5.287623
3.92,8,5.290166
3.91,9,5.293083
1.96,4,5.294567
3.89,11,5.297878
1.96,4,5.299086
3.95,5,5.300523
13.86,14,5.304369
1.96,4,5.305534
-0.03,3,5.30647
1.95,5,5.307911
5.93,7,5.309911
-0.02,2,5.310554
-0.01,1,5.310919
1.97,3,5.311831
3.95,5,5.313285
1.97,3,5.314203
-0.02,2,5.314837
3.95,5,5.316302
3.93,7,5.31829
5.92,8,5.320569
3.94,6,5.418394
-0.01,1,5.418846
1.95,5,5.420376
5.9,10,5.423219
1.97,3,5.424166
5.92,8,5.426426
3.95,5,5.428328
1.96,4,5.429646
1.97,3,5.430583
1.95,5,5.432289
5.9,10,5.435261
1.97,3,5.436196
-0.02,2,5.436836
3.91,9,5.439454
3.91,9,5.442005
5.93,7,5.444393
1.95,5,5.44592
3.93,7,5.448003
1.94,6,5.450167
1.97,3,5.451284
1.95,5,5.452799
1.97,3,5.453783
3.95,5,5.455289
1.95,5,5.457135
3.93,7,5.538887
-0.04,4,5.540158
1.96,4,5.541365
3.92,8,5.543638
-0.02,2,5.544267
1.94,6,5.54597
3.93,7,5.548413
1.96,4,5.549706
1.97,3,5.550644
5.92,8,5.552958
1.97,3,5.55389
1.92,8,5.556161
1.96,4,5.557357
1.97,3,5.558271
-0.04,4,5.559454
3.95,5,5.560905
3.95,5,5.562367
1.97,3,5.563274
5.92,8,5.565517
1.97,3,5.56642
1.95,5,5.567865
1.95,5,5.569312
13.89,11,5.572389
1.97,3,5.573286
1.96,4,5.574455
3.92,8,5.657447
3.92,8,5.659885
1.96,4,5.661322
1.97,3,5.662393
3.89,11,5.665661
1.97,3,5.666745
1.94,6,5.668545
1.95,5,5.67004
-0.06,6,5.67181
5.93,7,5.674181
-0.04,4,5.675429
3.95,5,5.676907
3.95,5,5.678367
1.97,3,5.679276
1.94,6,5.681057
5.92,8,5.683463
1.95,5,5.684897
5.92,8,5.687148
3.95,5,5.688582
13.91,9,5.691204
1.95,5,5.692816
1.96,4,5.694119
1.96,4,5.695328
1.93,7,5.781046
5.92,8,5.783374
-0.04,4,5.784539
1.95,5,5.785969
3.94,6,5.788129
1.96,4,5.789539
1.97,3,5.79048
1.96,4,5.791669
3.92,8,5.79395
5.9,10,5.796923
1.97,3,5.798068
1.97,3,5.798987
1.97,3,5.800125
-0.01,1,5.800554
5.91,9,5.803347
1.97,3,5.804301
1.96,4,5.805531
3.95,5,5.8071
3.95,5,5.808567
3.95,5,5.81004
3.94,6,5.811778
1.97,3,5.812699
5.93,7,5.814708
3.95,5,5.816366
1.97,3,5.817337
-0.03,3,5.818277
3.93,7,5.900222
1.95,5,5.901789
-0.03,3,5.902719
1.97,3,5.903644
3.95,5,5.905089
5.93,7,5.907057
1.95,5,5.908496
1.97,3,5.909693
3.94,6,5.911714
1.97,3,5.912674
1.97,3,5.913619
1.97,3,5.914532
3.95,5,5.915978
3.94,6,5.917715
1.96,4,5.918882
1.95,5,5.920639
1.96,4,5.921887
3.9,10,5.92475
1.97,3,5.925648
1.94,6,5.927505
-0.02,2,5.928189
5.9,10,5.931061
3.95,5,5.932528
1.97,3,5.933437
1.97,3,5.93435
13.9,10,5.937166
3.95,5,6.018355
-0.02,2,6.019057
-0.05,5,6.020526
3.94,6,6.022255
1.97,3,6.02316
-0.03,3,6.024066
-0.02,2,6.0247
1.97,3,6.0256
-0.01,1,6.025953
1.96,4,6.02714
13.89,11,6.030204
1.97,3,6.031107
3.95,5,6.032541
-0.02,2,6.033169
1.97,3,6.034057
1.96,4,6.035222
3.95,5,6.036652
3.95,5,6.038094
1.96,4,6.039378
1.93,7,6.041888
5.89,11,6.04508
-0.04,4,6.046259
3.95,5,6.04771
1.97,3,6.048622
1.95,5,6.050663
1.97,3,6.051782
3.95,5,6.053238
13.89,11,6.142096
3.95,5,6.143758
1.97,3,6.144698
-0.01,1,6.145075
1.96,4,6.146276
1.97,3,6.147194
1.95,5,6.148652
1.97,3,6.149574
1.95,5,6.151031
1.96,4,6.15223
-0.01,1,6.152591
1.97,3,6.153495
3.95,5,6.154951
13.87,13,6.158585
1.97,3,6.159493
1.97,3,6.160396
1.97,3,6.161314
5.88,12,6.165016
1.97,3,6.165995
1.97,3,6.166911
1.92,8,6.169177
3.95,5,6.170621
1.97,3,6.171525
5.93,7,6.173784
-0.03,3,6.174779
5.93,7,6.176843
3.93,7,6.178874
1.97,3,6.179777
3.91,9,6.277075
3.95,5,6.278583
1.96,4,6.279763
-0.02,2,6.280395
1.96,4,6.281595
3.89,11,6.285462
1.97,3,6.286506
5.92,8,6.288876
1.95,5,6.290603
1.96,4,6.291807
1.97,3,6.292694
1.97,3,6.293586
5.92,8,6.295813
1.94,6,6.297506
1.95,5,6.298923
5.89,11,6.302642
1.91,9,6.305419
5.92,8,6.307825
1.97,3,6.3088
1.97,3,6.309759
3.92,8,6.31214
-0.02,2,6.312826
1.97,3,6.313794
5.92,8,6.400689
-0.02,2,6.401439
1.95,5,6.402968
5.92,8,6.405551
-0.05,5,6.407428
1.97,3,6.408654
1.97,3,6.409691
3.92,8,6.412034
1.97,3,6.412982
5.91,9,6.415794
3.94,6,6.417788
1.95,5,6.419517
5.92,8,6.422509
1.97,3,6.423587
1.94,6,6.425351
1.97,3,6.426257
3.95,5,6.427678
1.96,4,6.428836
1.95,5,6.430382
1.95,5,6.432167
1.95,5,6.433735
5.93,7,6.435791
1.95,5,6.437256
3.93,7,6.439261
-0.03,3,6.516505
3.94,6,6.51846
1.97,3,6.519401
1.96,4,6.520599
1.97,3,6.521515
1.93,7,6.523518
-0.02,2,6.524163
3.94,6,6.525895
1.96,4,6.527069
3.93,7,6.529051
3.93,7,6.531034
3.94,6,6.532741
3.89,11,6.536009
3.94,6,6.537882
-0.04,4,6.53906
5.92,8,6.541301
1.97,3,6.542199
3.95,5,6.543633
-0.03,3,6.54452
3.95,5,6.546381
1.94,6,6.548306
3.95,5,6.549784
3.94,6,6.551485
-0.05,5,6.552898
1.96,4,6.554068
3.95,5,6.639886
3.94,6,6.641696
-0.03,3,6.642609
1.97,3,6.64352
1.97,3,6.644422
5.93,7,6.646399
1.97,3,6.64731
3.93,7,6.649707
1.96,4,6.651017
-0.06,6,6.652781
1.93,7,6.654786
3.92,8,6.657057
1.96,4,6.658238
1.92,8,6.660804
3.89,11,6.664258
-0.06,6,6.666018
1.97,3,6.666917
1.97,3,6.667824
3.95,5,6.669252
1.96,4,6.670684
3.94,6,6.672566
3.92,8,6.675044
13.89,11,6.760336
3.94,6,6.762173
3.94,6,6.763892
3.93,7,6.765861
1.93,7,6.767826
3.95,5,6.769506
3.92,8,6.772065
1.97,3,6.773004
3.94,6,6.774763
1.97,3,6.775691
3.95,5,6.777166
1.97,3,6.77809
1.97,3,6.779002
3.94,6,6.780745
1.96,4,6.781919
5.93,7,6.783935
-0.04,4,6.78549
3.95,5,6.787022
1.95,5,6.788488
3.95,5,6.789983
5.93,7,6.792161
5.89,11,6.796385
1.97,3,6.797374
1.96,4,6.799058
-0.05,5,6.883909
-0.04,4,6.885186
1.97,3,6.886114
1.97,3,6.887015
3.95,5,6.888448
1.94,6,6.890152
1.97,3,6.891052
-0.04,4,6.892198
5.92,8,6.8949
1.97,3,6.895888
1.97,3,6.89681
5.92,8,6.89909
1.97,3,6.900009
1.97,3,6.900919
1.97,3,6.901824
13.89,11,6.904882
-0.01,1,6.905239
1.94,6,6.906936
1.97,3,6.907844
1.96,4,6.90901
3.91,9,6.911499
1.94,6,6.913372
1.97,3,6.914294
1.97,3,6.915444
3.9,10,6.918313
3.95,5,6.919745
5.91,9,7.006278
1.96,4,7.007638
1.97,3,7.008557
1.97,3,7.009454
3.95,5,7.010904
3.95,5,7.012335
1.95,5,7.013752
1.94,6,7.015737
1.93,7,7.01786
13.89,11,7.020943
-0.01,1,7.02131
1.91,9,7.023822
1.96,4,7.024985
3.94,6,7.026679
1.97,3,7.027573
13.91,9,7.030074
1.97,3,7.030976
1.94,6,7.032678
1.94,6,7.034369
1.95,5,7.035788
5.93,7,7.037905
3.93,7,7.039869
3.95,5,7.041323
13.91,9,7.126264
1.94,6,7.128123
1.92,8,7.130393
5.93,7,7.132363
1.93,7,7.13433
1.92,8,7.136557
13.91,9,7.13907
1.95,5,7.1405
1.97,3,7.141391
1.95,5,7.142837
3.95,5,7.144273
1.94,6,7.145954
1.96,4,7.147118
1.96,4,7.148269
1.97,3,7.149161
3.9,10,7.151887
3.95,5,7.153323
1.93,7,7.155269
-0.03,3,7.156157
-0.02,2,7.156777
1.97,3,7.157659
3.92,8,7.159881
1.96,4,7.161344
-0.02,2,7.16204
5.92,8,7.242474
13.91,9,7.24557
1.93,7,7.247914
1.97,3,7.248892
3.91,9,7.25194
3.95,5,7.253645
-0.06,6,7.255633
1.97,3,7.256688
1.97,3,7.257646
1.97,3,7.25857
-0.02,2,7.259212
1.95,5,7.26087
-0.02,2,7.261537
3.95,5,7.263002
1.97,3,7.263919
3.94,6,7.26587
3.95,5,7.267388
5.92,8,7.269744
5.91,9,7.272526
1.97,3,7.273457
3.95,5,7.274908
1.96,4,7.276088
-0.02,2,7.276719
1.97,3,7.277618
1.96,4,7.278795
5.93,7,7.357634
3.95,5,7.359326
1.97,3,7.360282
3.91,9,7.362835
3.95,5,7.364296
1.97,3,7.365249
3.95,5,7.366843
1.97,3,7.368007
1.97,3,7.368975
1.97,3,7.369887
1.95,5,7.371316
3.92,8,7.37373
3.95,5,7.375251
3.2,80,7.707365
1.97,3,7.708399
1.96,4,7.709622
1.95,5,7.711105
5.91,9,7.714207
3.94,6,7.716286
3.95,5,7.717793
3.95,5,7.719261
1.97,3,7.72017
1.95,5,7.721636
1.97,3,7.722542
1.96,4,7.723971
3.95,5,7.725464
1.97,3,7.726403
1.97,3,7.727322
1.94,6,7.729052
1.97,3,7.729964
-0.04,4,7.73128
1.96,4,7.732507
1.97,3,7.733433
3.95,5,7.734899
3.95,5,7.736347
1.97,3,7.737244
-0.01,1,7.737609
5.9,10,7.74119
3.95,5,7.742759
5.9,10,7.827684
3.95,5,7.829344
1.94,6,7.8312
5.9,10,7.834505
1.95,5,7.836018
3.95,5,7.837527
3.95,5,7.83904
3.94,6,7.841264
3.95,5,7.842853
1.95,5,7.84436
3.9,10,7.847275
1.95,5,7.849158
13.88,12,7.852826
1.94,6,7.854729
1.95,5,7.856252
1.91,9,7.858885
13.91,9,7.861644
-0.05,5,7.863114
1.96,4,7.864326
1.95,5,7.865806
