#{"t_start": 1787382894.743005, "env_id": "None"}
r,l,t,success,collision,max_y
0.9,10,0.454703,False,True,2
0.81,19,0.455638,False,True,2
1.57,43,0.457597,False,True,3
-0.08,8,0.458077,False,True,1
-0.03,3,0.462868,False,True,1
-0.02,2,0.464003,False,True,1
6.71,29,0.465332,False,True,8
0.76,24,0.466362,False,True,2
-0.34,34,0.468626,False,True,1
-0.21,21,0.469639,False,True,1
2.89,11,0.470174,False,True,4
-0.31,31,0.471542,False,True,1
-0.07,7,0.472106,False,True,1
2.88,12,0.47272,False,True,4
1.94,6,0.473038,False,True,3
2.06,94,0.477061,False,True,4
-0.22,22,0.478216,False,True,1
0.49,51,0.480287,False,True,2
-0.02,2,0.480461,False,True,1
1.94,6,0.48076,False,True,3
1.64,36,0.482441,False,True,3
0.64,36,0.484099,False,True,2
1.79,21,0.485062,False,True,3
-0.03,3,0.485272,False,True,1
1.79,21,0.486303,False,True,3
-0.07,7,0.486698,False,True,1
-0.13,13,0.487293,False,True,1
0.97,3,0.487495,False,True,2
2.47,53,0.489797,False,True,4
1.86,14,0.490449,False,True,3
3.78,22,0.491353,False,True,5
1.5,50,0.493684,False,True,3
3.83,17,0.49466,False,True,5
1.73,27,0.495842,False,True,3
0.93,7,0.4962,False,True,2
1.6,40,0.497837,False,True,3
2.57,43,0.499854,False,True,4
0.87,13,0.500524,False,True,2
0.54,46,0.502578,False,True,2
0.91,9,0.503091,False,True,2
1.53,47,0.505159,False,True,3
-0.07,7,0.505541,False,True,1
-0.06,6,0.505852,False,True,1
0.91,9,0.506317,False,True,2
0.31,69,0.509893,False,True,2
1.88,12,0.510529,False,True,3
1.8,20,0.511414,False,True,3
1.8,20,0.512296,False,True,3
0.93,7,0.512801,False,True,2
0.66,34,0.514173,False,True,2
1.88,12,0.514771,False,True,3
-0.14,14,0.515438,False,True,1
-0.08,8,0.515942,False,True,1
2.2,80,0.519777,False,True,4
1.91,9,0.520285,False,True,3
1.71,29,0.521468,False,True,3
-0.01,1,0.521698,False,True,1
-0.18,18,0.522512,False,True,1
1.71,29,0.523761,False,True,3
1.3,70,0.526571,False,True,3
-0.12,12,0.527194,False,True,1
-0.07,7,0.527528,False,True,1
-0.1,10,0.528001,False,True,1
-0.03,3,0.528196,False,True,1
1.48,52,0.530306,False,True,3
1.95,5,0.530582,False,True,3
2.49,51,0.532764,False,True,4
1.85,15,0.533612,False,True,3
1.56,44,0.536215,False,True,3
-0.14,14,0.536957,False,True,1
-0.02,2,0.537106,False,True,1
3.56,44,0.538952,False,True,5
3.6,40,0.540718,False,True,5
0.96,4,0.540974,False,True,2
1.97,3,0.541176,False,True,3
-0.18,18,0.541971,False,True,1
0.93,7,0.542428,False,True,2
-0.14,14,0.543217,False,True,1
-0.26,26,0.544433,False,True,1
-0.14,14,0.545117,False,True,1
0.81,19,0.546069,False,True,2
3.58,42,0.547801,False,True,5
