#{"t_start": 1787293820.114788, "env_id": "None"}
r,l,t,success,collision,max_y
-0.05,5,0.648069,False,True,1
-0.02,2,0.648649,False,True,1
1.93,7,0.650003,False,True,3
1.88,12,0.652379,False,True,3
-0.11,11,0.654452,False,True,1
-0.02,2,0.654865,False,True,1
-0.1,10,0.656645,False,True,1
0.85,15,0.659266,False,True,2
-0.06,6,0.660337,False,True,1
-0.09,9,0.662311,False,True,1
1.91,9,0.664228,False,True,3
-0.04,4,0.665406,False,True,1
-0.14,14,0.667958,False,True,1
-0.07,7,0.669448,False,True,1
1.81,19,0.673236,False,True,3
-0.03,3,0.673822,False,True,1
-0.03,3,0.674381,False,True,1
-0.12,12,0.676406,False,True,1
-0.05,5,0.677713,False,True,1
-0.1,10,0.679701,False,True,1
-0.14,14,0.682219,False,True,1
0.87,13,0.684598,False,True,2
-0.02,2,0.685314,False,True,1
-0.01,1,0.685602,False,True,1
-0.03,3,0.686232,False,True,1
-0.06,6,0.687353,False,True,1
-0.18,18,0.6905,False,True,1
-0.05,5,0.691428,False,True,1
1.93,7,0.693337,False,True,3
-0.09,9,0.695394,False,True,1
-0.01,1,0.695647,False,True,1
-0.03,3,0.696202,False,True,1
-0.13,13,0.698415,False,True,1
0.85,15,0.700963,False,True,2
-0.26,26,0.706078,False,True,1
-0.04,4,0.706878,False,True,1
4.8,20,0.710451,False,True,6
-0.03,3,0.711052,False,True,1
-0.01,1,0.711279,False,True,1
-0.02,2,0.711659,False,True,1
-0.03,3,0.712198,False,True,1
-0.01,1,0.712408,False,True,1
-0.03,3,0.712944,False,True,1
-0.05,5,0.713813,False,True,1
-0.02,2,0.714188,False,True,1
-0.08,8,0.716203,False,True,1
-0.05,5,0.717366,False,True,1
-0.04,4,0.718141,False,True,1
1.9,10,0.719954,False,True,3
-0.09,9,0.721656,False,True,1
-0.07,7,0.722887,False,True,1
1.89,11,0.725249,False,True,3
-0.06,6,0.726568,False,True,1
0.56,44,0.735102,False,True,2
-0.04,4,0.735971,False,True,1
-0.17,17,0.739048,False,True,1
-0.03,3,0.739739,False,True,1
1.92,8,0.741181,False,True,3
-0.03,3,0.742592,False,True,1
1.81,19,0.746158,False,True,3
-0.14,14,0.748579,False,True,1
1.72,28,0.753906,False,True,3
-0.02,2,0.754369,False,True,1
-0.09,9,0.756691,False,True,1
1.94,6,0.757831,False,True,3
-0.02,2,0.758235,False,True,1
-0.13,13,0.760535,False,True,1
-0.09,9,0.762781,False,True,1
0.9,10,0.764881,False,True,2
-0.04,4,0.765874,False,True,1
1.85,15,0.768709,False,True,3
-0.12,12,0.770826,False,True,1
1.92,8,0.77223,False,True,3
-0.09,9,0.773765,False,True,1
1.8,20,0.778002,False,True,3
-0.03,3,0.778589,False,True,1
-0.03,3,0.779142,False,True,1
-0.07,7,0.780375,False,True,1
1.68,32,0.785811,False,True,3
-0.04,4,0.78663,False,True,1
1.93,7,0.787874,False,True,3
-0.05,5,0.788765,False,True,1
-0.07,7,0.789971,False,True,1
-0.05,5,0.790846,False,True,1
-0.09,9,0.7924,False,True,1
0.89,11,0.794313,False,True,2
-0.02,2,0.794713,False,True,1
-0.04,4,0.795415,False,True,1
-0.07,7,0.796732,False,True,1
0.86,14,0.799094,False,True,2
-0.08,8,0.800494,False,True,1
0.94,6,0.801529,False,True,2
1.89,11,0.803905,False,True,3
-0.18,18,0.807615,False,True,1
-0.11,11,0.809869,False,True,1
-0.03,3,0.81071,False,True,1
-0.02,2,0.81116,False,True,1
-0.05,5,0.812186,False,True,1
-0.16,16,0.814951,False,True,1
-0.09,9,0.81652,False,True,1
1.81,19,0.819785,False,True,3
-0.07,7,0.821044,False,True,1
-0.13,13,0.823776,False,True,1
-0.11,11,0.825769,False,True,1
-0.03,3,0.826333,False,True,1
-0.1,10,0.82844,False,True,1
1.91,9,0.830061,False,True,3
1.93,7,0.831277,False,True,3
1.85,15,0.834422,False,True,3
2.87,13,0.837055,False,True,4
-0.12,12,0.839519,False,True,1
0.88,12,0.84183,False,True,2
-0.05,5,0.842845,False,True,1
-0.05,5,0.844125,False,True,1
-0.04,4,0.84491,False,True,1
1.74,26,0.849741,False,True,3
-0.02,2,0.850314,False,True,1
-0.05,5,0.851535,False,True,1
-0.04,4,0.852407,False,True,1
-0.05,5,0.853417,False,True,1
-0.17,17,0.856376,False,True,1
-0.09,9,0.857939,False,True,1
-0.01,1,0.858162,False,True,1
-0.16,16,0.860942,False,True,1
-0.23,23,0.865099,False,True,1
1.8,20,0.868558,False,True,3
-0.12,12,0.870678,False,True,1
0.82,18,0.874203,False,True,2
-0.06,6,0.875417,False,True,1
1.73,27,0.880202,False,True,3
-0.06,6,0.881278,False,True,1
-0.03,3,0.881817,False,True,1
1.9,10,0.88378,False,True,3
1.97,3,0.884538,False,True,3
-0.06,6,0.885896,False,True,1
-0.06,6,0.886972,False,True,1
-0.13,13,0.889165,False,True,1
-0.13,13,0.891382,False,True,1
-0.08,8,0.892804,False,True,1
-0.11,11,0.895006,False,True,1
-0.13,13,0.897856,False,True,1
-0.17,17,0.901353,False,True,1
-0.17,17,0.904796,False,True,1
-0.19,19,0.908311,False,True,1
-0.01,1,0.908562,False,True,1
-0.07,7,0.90979,False,True,1
-0.01,1,0.91002,False,True,1
1.95,5,0.910965,False,True,3
-0.13,13,0.913226,False,True,1
-0.27,27,0.918201,False,True,1
-0.03,3,0.918792,False,True,1
-0.1,10,0.920533,False,True,1
0.89,11,0.922419,False,True,2
-0.02,2,0.922803,False,True,1
-0.03,3,0.923354,False,True,1
0.9,10,0.925152,False,True,2
1.93,7,0.926375,False,True,3
-0.07,7,0.927581,False,True,1
-0.04,4,0.9283,False,True,1
1.94,6,0.929342,False,True,3
1.91,9,0.930881,False,True,3
-0.09,9,0.932383,False,True,1
-0.25,25,0.937096,False,True,1
-0.08,8,0.938463,False,True,1
1.75,25,0.942574,False,True,3
-0.02,2,0.942952,False,True,1
-0.06,6,0.944143,False,True,1
-0.03,3,0.944799,False,True,1
-0.05,5,0.94573,False,True,1
-0.17,17,0.948813,False,True,1
-0.1,10,0.950729,False,True,1
0.93,7,0.952035,False,True,2
-0.1,10,0.9538,False,True,1
1.94,6,0.954909,False,True,3
-0.18,18,0.95813,False,True,1
0.95,5,0.959022,False,True,2
-0.01,1,0.959233,False,True,1
-0.04,4,0.959944,False,True,1
-0.02,2,0.96032,False,True,1
1.84,16,0.963033,False,True,3
-0.05,5,0.96391,False,True,1
-0.06,6,0.964936,False,True,1
-0.03,3,0.965479,False,True,1
2.63,37,0.97203,False,True,4
1.65,35,0.978088,False,True,3
-0.1,10,0.979846,False,True,1
-0.02,2,0.980236,False,True,1
1.84,16,0.982952,False,True,3
1.94,6,0.984003,False,True,3
-0.03,3,0.984555,False,True,1
-0.08,8,0.986104,False,True,1
-0.02,2,0.986558,False,True,1
-0.04,4,0.987429,False,True,1
0.88,12,0.989515,False,True,2
1.85,15,0.992053,False,True,3
0.77,23,0.996073,False,True,2
0.81,19,0.999616,False,True,2
-0.02,2,1.000053,False,True,1
-0.01,1,1.000284,False,True,1
-0.02,2,1.000692,False,True,1
1.84,16,1.003531,False,True,3
-0.11,11,1.005512,False,True,1
-0.04,4,1.006243,False,True,1
-0.01,1,1.006461,False,True,1
-0.02,2,1.006848,False,True,1
-0.01,1,1.007061,False,True,1
-0.09,9,1.008612,False,True,1
-0.11,11,1.010521,False,True,1
-0.05,5,1.011401,False,True,1
0.82,18,1.014404,False,True,2
-0.14,14,1.016783,False,True,1
1.9,10,1.018502,False,True,3
-0.03,3,1.019048,False,True,1
-0.32,32,1.024372,False,True,1
-0.02,2,1.024754,False,True,1
-0.03,3,1.025289,False,True,1
-0.03,3,1.025891,False,True,1
1.73,27,1.030463,False,True,3
-0.02,2,1.030848,False,True,1
1.89,11,1.277658,False,True,3
0.84,16,1.281439,False,True,2
-0.1,10,1.283288,False,True,1
-0.03,3,1.283864,False,True,1
-0.02,2,1.284255,False,True,1
2.86,14,1.288844,False,True,4
-0.09,9,1.290546,False,True,1
5.81,19,1.294857,False,True,7
1.85,15,1.297883,False,True,3
0.92,8,1.299397,False,True,2
-0.1,10,1.301141,False,True,1
-0.11,11,1.303025,False,True,1
0.84,16,1.306057,False,True,2
-0.13,13,1.308474,False,True,1
-0.11,11,1.310657,False,True,1
-0.04,4,1.311618,False,True,1
1.91,9,1.313287,False,True,3
-0.27,27,1.318669,False,True,1
-0.05,5,1.319644,False,True,1
-0.1,10,1.321395,False,True,1
1.9,10,1.323116,False,True,3
1.96,4,1.323845,False,True,3
-0.17,17,1.327203,False,True,1
-0.04,4,1.328022,False,True,1
-0.05,5,1.329012,False,True,1
1.9,10,1.330776,False,True,3
1.91,9,1.332344,False,True,3
-0.05,5,1.333231,False,True,1
0.96,4,1.333944,False,True,2
-0.01,1,1.334163,False,True,1
-0.03,3,1.334708,False,True,1
-0.08,8,1.336548,False,True,1
-0.13,13,1.339246,False,True,1
-0.07,7,1.340806,False,True,1
0.91,9,1.342608,False,True,2
-0.14,14,1.345583,False,True,1
-0.13,13,1.348184,False,True,1
-0.08,8,1.349573,False,True,1
-0.09,9,1.35113,False,True,1
-0.22,22,1.355178,False,True,1
-0.03,3,1.355806,False,True,1
-0.03,3,1.356842,False,True,1
1.87,13,1.359613,False,True,3
1.75,25,1.364154,False,True,3
-0.02,2,1.364622,False,True,1
