episodes,successes,success_rate,collisions,collision_rate,timeouts,timeout_rate,avg_reward,avg_episode_length,avg_max_row,wait_pct,forward_pct,backward_pct,left_pct,right_pct,environment,algorithm,config,training_seed,checkpoint_steps
100,4,0.04,96,0.96,0,0.0,3.6494999999999997,17.05,4.58,0.0,0.2686217008797654,0.7313782991202346,0.0,0.0,v6_local1,recurrent_ppo,baseline,0,200000
100,4,0.04,96,0.96,0,0.0,3.6494999999999997,17.05,4.58,0.0,0.2686217008797654,0.7313782991202346,0.0,0.0,v6_local1,recurrent_ppo,baseline,0,400000
