#{"t_start": 1787255457.61709, "env_id": "None"}
r,l,t,success,collision,max_y
-0.06,6,0.479187,False,True,1
-0.07,7,0.482167,False,True,1
-0.06,6,0.484488,False,True,1
1.9,10,0.489292,False,True,3
-0.07,7,0.493163,False,True,1
1.83,17,0.500286,False,True,3
-0.11,11,0.505656,False,True,1
0.85,15,0.512857,False,True,2
1.84,16,0.519536,False,True,3
-0.01,1,0.521262,False,True,1
-0.01,1,0.521544,False,True,1
-0.06,6,0.523911,False,True,1
-0.12,12,0.528977,False,True,1
-0.1,10,0.533291,False,True,1
1.86,14,0.539873,False,True,3
1.89,11,0.544635,False,True,3
1.92,8,0.548462,False,True,3
1.91,9,0.552752,False,True,3
1.91,9,0.556792,False,True,3
0.93,7,0.559357,False,True,2
3.93,7,0.561961,False,True,5
-0.01,1,0.563382,False,True,1
-0.08,8,0.565958,False,True,1
-0.07,7,0.569796,False,True,1
-0.02,2,0.57024,False,True,1
4.81,19,0.578424,False,True,6
-0.06,6,0.580857,False,True,1
1.94,6,0.583144,False,True,3
-0.04,4,0.585092,False,True,1
-0.05,5,0.587397,False,True,1
1.93,7,0.589842,False,True,3
1.95,5,0.591995,False,True,3
-0.03,3,0.593906,False,True,1
1.93,7,0.596369,False,True,3
-0.05,5,0.598344,False,True,1
-0.01,1,0.599744,False,True,1
-0.01,1,0.599971,False,True,1
-0.03,3,0.600518,False,True,1
-0.01,1,0.601974,False,True,1
1.96,4,0.602691,False,True,3
1.96,4,0.604591,False,True,3
-0.02,2,0.60645,False,True,1
1.97,3,0.607113,False,True,3
1.95,5,0.60936,False,True,3
-0.01,1,0.60958,False,True,1
-0.03,3,0.611586,False,True,1
1.96,4,0.613766,False,True,3
-0.01,1,0.613987,False,True,1
1.93,7,0.616612,False,True,3
-0.01,1,0.618356,False,True,1
0.95,5,0.620611,False,True,2
1.96,4,0.621393,False,True,3
-0.01,1,0.622788,False,True,1
-0.02,2,0.623188,False,True,1
1.95,5,0.625504,False,True,3
-0.01,1,0.62572,False,True,1
1.93,7,0.629741,False,True,3
1.93,7,0.632351,False,True,3
-0.04,4,0.634507,False,True,1
1.96,4,0.636554,False,True,3
1.96,4,0.637354,False,True,3
3.94,6,0.641089,False,True,5
1.89,11,0.645746,False,True,3
4.92,8,0.648577,False,True,6
1.97,3,0.650514,False,True,3
3.94,6,0.652861,False,True,5
