#{"t_start": 1787311044.7067552, "env_id": "None"}
r,l,t,success,collision,max_y
-0.02,2,0.417394,False,True,1
-0.01,1,0.417681,False,True,1
1.86,14,0.420131,False,True,3
-0.07,7,0.421331,False,True,1
-0.03,3,0.42187,False,True,1
-0.04,4,0.422566,False,True,1
-0.43,43,0.429407,False,True,1
-0.02,2,0.429781,False,True,1
-0.08,8,0.431087,False,True,1
-0.05,5,0.431923,False,True,1
-0.02,2,0.432287,False,True,1
1.87,13,0.43437,False,True,3
-0.1,10,0.435999,False,True,1
0.91,9,0.437471,False,True,2
-0.18,18,0.440337,False,True,1
1.95,5,0.44117,False,True,3
-0.28,28,0.445565,False,True,1
-0.08,8,0.44688,False,True,1
-0.01,1,0.447084,False,True,1
1.96,4,0.447763,False,True,3
-0.02,2,0.448129,False,True,1
-0.07,7,0.449288,False,True,1
2.81,19,0.452317,False,True,4
-0.01,1,0.452519,False,True,1
1.93,7,0.453675,False,True,3
1.67,33,0.458885,False,True,3
1.89,11,0.460665,False,True,3
1.93,7,0.461817,False,True,3
-0.02,2,0.462179,False,True,1
0.8,20,0.465369,False,True,2
3.92,8,0.466689,False,True,5
-0.21,21,0.469993,False,True,1
-0.11,11,0.471764,False,True,1
-0.12,12,0.473709,False,True,1
1.75,25,0.477671,False,True,3
0.63,37,0.483504,False,True,2
-0.05,5,0.484349,False,True,1
-0.16,16,0.486926,False,True,1
-0.11,11,0.488699,False,True,1
-0.07,7,0.489847,False,True,1
-0.1,10,0.491487,False,True,1
-0.09,9,0.492964,False,True,1
-0.07,7,0.494113,False,True,1
-0.33,33,0.499304,False,True,1
-0.2,20,0.502462,False,True,1
1.87,13,0.504542,False,True,3
-0.06,6,0.505772,False,True,1
-0.23,23,0.509617,False,True,1
5.8,20,0.512826,False,True,7
-0.06,6,0.513821,False,True,1
-0.03,3,0.51435,False,True,1
1.85,15,0.516763,False,True,3
-0.02,2,0.517126,False,True,1
0.96,4,0.517807,False,True,2
0.87,13,0.519866,False,True,2
-0.08,8,0.521167,False,True,1
-0.06,6,0.522143,False,True,1
0.87,13,0.524201,False,True,2
-0.02,2,0.52456,False,True,1
1.9,10,0.526166,False,True,3
-0.16,16,0.52869,False,True,1
1.91,9,0.530144,False,True,3
-0.02,2,0.530508,False,True,1
-0.05,5,0.531325,False,True,1
-0.02,2,0.531706,False,True,1
0.89,11,0.533458,False,True,2
1.91,9,0.534904,False,True,3
-0.11,11,0.536649,False,True,1
0.77,23,0.54023,False,True,2
-0.01,1,0.540432,False,True,1
-0.03,3,0.540954,False,True,1
-0.06,6,0.541931,False,True,1
-0.03,3,0.542441,False,True,1
-0.04,4,0.543105,False,True,1
-0.13,13,0.545159,False,True,1
1.88,12,0.547058,False,True,3
1.91,9,0.548484,False,True,3
-0.04,4,0.549151,False,True,1
-0.03,3,0.549664,False,True,1
1.9,10,0.551263,False,True,3
0.87,13,0.553313,False,True,2
-0.08,8,0.554589,False,True,1
2.84,16,0.557106,False,True,4
-0.21,21,0.560381,False,True,1
-0.08,8,0.561672,False,True,1
2.91,9,0.563118,False,True,4
-0.07,7,0.564246,False,True,1
-0.12,12,0.566133,False,True,1
-0.14,14,0.568331,False,True,1
-0.04,4,0.569002,False,True,1
-0.04,4,0.569668,False,True,1
1.96,4,0.570339,False,True,3
0.68,32,0.575284,False,True,2
-0.08,8,0.576567,False,True,1
-0.15,15,0.578895,False,True,1
0.89,11,0.580661,False,True,2
-0.03,3,0.581176,False,True,1
-0.06,6,0.582153,False,True,1
1.92,8,0.58344,False,True,3
-0.05,5,0.584265,False,True,1
