#{"t_start": 1787386910.001924, "env_id": "None"}
r,l,t,success,collision,max_y
-3.0,100,0.522388,False,False,3
-0.09,9,0.52293,False,True,1
0.87,13,0.523529,False,True,2
0.56,44,0.525657,False,True,2
0.91,9,0.530595,False,True,2
0.95,5,0.531751,False,True,2
-0.1,10,0.532266,False,True,1
-0.07,7,0.53264,False,True,1
-0.03,3,0.533303,False,True,1
3.77,23,0.534658,False,True,5
2.61,39,0.536777,False,True,4
-0.14,14,0.537737,False,True,1
-0.03,3,0.538377,False,True,1
1.58,42,0.540238,False,True,3
-0.02,2,0.540422,False,True,1
2.78,22,0.541383,False,True,4
-0.03,3,0.54173,False,True,1
0.98,2,0.542678,False,True,2
-0.19,19,0.543883,False,True,1
1.91,9,0.544414,False,True,3
-0.01,1,0.544687,False,True,1
-0.02,2,0.544878,False,True,1
0.77,23,0.545921,False,True,2
-0.07,7,0.546304,False,True,1
1.92,8,0.546779,False,True,3
-0.46,46,0.548716,False,True,1
-0.04,4,0.548968,False,True,1
1.91,9,0.549402,False,True,3
1.84,16,0.550425,False,True,3
1.79,21,0.551865,False,True,3
0.89,11,0.552487,False,True,2
-4.0,100,0.556471,False,False,2
2.72,28,0.557866,False,True,4
2.59,41,0.559804,False,True,4
1.84,16,0.560624,False,True,3
-0.16,16,0.561357,False,True,1
0.77,23,0.562731,False,True,2
2.38,62,0.565354,False,True,4
0.62,38,0.567719,False,True,2
0.93,7,0.568248,False,True,2
-0.11,11,0.568908,False,True,1
-0.22,22,0.56987,False,True,1
2.8,20,0.570769,False,True,4
4.66,34,0.572299,False,True,6
-0.07,7,0.572936,False,True,1
-0.06,6,0.573315,False,True,1
1.85,15,0.574044,False,True,3
-0.06,6,0.574386,False,True,1
3.59,41,0.578517,False,True,5
1.9,10,0.579137,False,True,3
-0.33,33,0.580703,False,True,1
-0.09,9,0.581251,False,True,1
0.84,16,0.582224,False,True,2
0.76,24,0.583313,False,True,2
1.94,6,0.583643,False,True,3
0.89,11,0.584309,False,True,2
0.76,24,0.585527,False,True,2
1.78,22,0.586608,False,True,3
3.9,10,0.587098,False,True,5
5.67,33,0.588627,False,True,7
1.53,47,0.590644,False,True,3
1.59,41,0.592588,False,True,3
1.75,25,0.593681,False,True,3
-0.04,4,0.593936,False,True,1
0.93,7,0.594425,False,True,2
-0.02,2,0.594589,False,True,1
1.41,59,0.596974,False,True,3
-0.04,4,0.597225,False,True,1
-0.09,9,0.597957,False,True,1
0.91,9,0.598512,False,True,2
1.92,8,0.59893,False,True,3
0.26,74,0.602102,False,True,2
1.93,7,0.602603,False,True,3
-0.07,7,0.602947,False,True,1
-0.01,1,0.603077,False,True,1
-0.07,7,0.603433,False,True,1
-0.05,5,0.60381,False,True,1
2.78,22,0.604778,False,True,4
4.63,37,0.606322,False,True,6
0.94,6,0.606653,False,True,2
1.06,94,0.611229,False,True,3
0.91,9,0.611754,False,True,2
6.75,25,0.612844,False,True,8
0.85,15,0.613559,False,True,2
-0.05,5,0.613967,False,True,1
0.85,15,0.614659,False,True,2
-0.2,20,0.615532,False,True,1
-0.05,5,0.61581,False,True,1
0.89,11,0.616433,False,True,2
3.65,35,0.617893,False,True,5
1.89,11,0.618727,False,True,3
