#{"t_start": 1787210249.950922, "env_id": "None"}
r,l,t,success,collision,max_y
-0.2,20,0.467454,False,True,1
-0.06,6,0.46851,False,True,1
-0.13,13,0.47068,False,True,1
-0.02,2,0.471431,False,True,1
-0.22,22,0.475573,False,True,1
-0.04,4,0.476381,False,True,1
-0.1,10,0.478097,False,True,1
1.87,13,0.480284,False,True,3
1.9,10,0.482245,False,True,3
-0.21,21,0.48601,False,True,1
1.95,5,0.486901,False,True,3
-0.12,12,0.488898,False,True,1
-0.17,17,0.49253,False,True,1
1.9,10,0.494204,False,True,3
-0.17,17,0.496885,False,True,1
-0.04,4,0.497555,False,True,1
1.91,9,0.499014,False,True,3
-0.05,5,0.499827,False,True,1
-0.08,8,0.501283,False,True,1
-0.05,5,0.502177,False,True,1
-0.05,5,0.503364,False,True,1
-0.07,7,0.504627,False,True,1
-0.02,2,0.505009,False,True,1
-0.08,8,0.506375,False,True,1
-0.02,2,0.506745,False,True,1
-0.03,3,0.507278,False,True,1
-0.02,2,0.50764,False,True,1
-0.04,4,0.508465,False,True,1
-0.1,10,0.510203,False,True,1
-0.04,4,0.511214,False,True,1
-0.05,5,0.512148,False,True,1
-0.07,7,0.513334,False,True,1
-0.01,1,0.513529,False,True,1
-0.09,9,0.515018,False,True,1
-0.1,10,0.516652,False,True,1
-0.24,24,0.520642,False,True,1
-0.04,4,0.521525,False,True,1
-0.05,5,0.522675,False,True,1
-0.11,11,0.524879,False,True,1
-0.04,4,0.52561,False,True,1
0.95,5,0.526472,False,True,2
-0.1,10,0.528143,False,True,1
-0.06,6,0.529151,False,True,1
-0.04,4,0.529849,False,True,1
-0.03,3,0.530384,False,True,1
-0.03,3,0.53092,False,True,1
-0.05,5,0.531893,False,True,1
-0.06,6,0.533581,False,True,1
-0.06,6,0.53468,False,True,1
-0.28,28,0.539151,False,True,1
-0.03,3,0.539667,False,True,1
-0.05,5,0.540507,False,True,1
-0.01,1,0.540699,False,True,1
0.9,10,0.542322,False,True,2
-0.06,6,0.543302,False,True,1
-0.06,6,0.54428,False,True,1
-0.13,13,0.546683,False,True,1
-0.03,3,0.547241,False,True,1
-0.01,1,0.547433,False,True,1
-0.05,5,0.548258,False,True,1
0.93,7,0.549477,False,True,2
-0.11,11,0.551856,False,True,1
-0.02,2,0.552258,False,True,1
