environment,algorithm,training_seed,checkpoint_steps,evaluation_episodes,eval_seed_start,successes,success_rate,collisions,collision_rate,road_collisions,road_collision_rate,drownings,drowning_rate,timeouts,timeout_rate,avg_reward,avg_episode_length,avg_max_row,avg_success_episode_length,avg_failure_episode_length,wait_pct,forward_pct,backward_pct,left_pct,right_pct,collision_row_1,collision_row_3,model_path
v9,qrdqn,3,200000,100,1000,2,0.02,65,0.65,32,0.32,33,0.33,33,0.33,1.0064000000000057,53.36,3.74,46.0,53.51020408163265,0.17559970014992504,0.24587706146926536,0.20277361319340328,0.16454272863568217,0.21120689655172414,8,15,results/runs/v9/qrdqn_50q_seed3/checkpoints/qrdqn_50q_seed3_200000_steps
v9,qrdqn,3,400000,100,1000,15,0.15,78,0.78,43,0.43,35,0.35,7,0.07,4.862600000000007,38.74,5.63,41.2,38.305882352941175,0.13087248322147652,0.2769747031491998,0.1535880227155395,0.07795560144553433,0.3606091894682499,1,11,results/runs/v9/qrdqn_50q_seed3/checkpoints/qrdqn_50q_seed3_400000_steps
v9,qrdqn,3,600000,100,1000,25,0.25,71,0.71,35,0.35,36,0.36,4,0.04,6.207500000000003,27.25,6.14,24.16,28.28,0.0781651376146789,0.3644036697247706,0.15522935779816513,0.02238532110091743,0.3798165137614679,1,5,results/runs/v9/qrdqn_50q_seed3/checkpoints/qrdqn_50q_seed3_600000_steps
v9,qrdqn,3,800000,100,1000,29,0.29,69,0.69,44,0.44,25,0.25,2,0.02,6.6923,26.77,6.3,27.82758620689655,26.338028169014084,0.09973851326111319,0.34703025775121404,0.1270078446021666,0.037728800896525964,0.3884945834889802,1,4,results/runs/v9/qrdqn_50q_seed3/checkpoints/qrdqn_50q_seed3_800000_steps
v9,qrdqn,3,1000000,100,1000,35,0.35,61,0.61,21,0.21,40,0.4,4,0.04,7.0176000000000025,28.24,6.36,18.82857142857143,33.30769230769231,0.05594900849858357,0.35729461756373937,0.16111898016997167,0.03151558073654391,0.39412181303116145,1,6,results/runs/v9/qrdqn_50q_seed3/final_model
