environment,algorithm,training_seed,checkpoint_steps,evaluation_episodes,eval_seed_start,successes,success_rate,collisions,collision_rate,road_collisions,road_collision_rate,drownings,drowning_rate,timeouts,timeout_rate,avg_reward,avg_episode_length,avg_max_row,avg_success_episode_length,avg_failure_episode_length,wait_pct,forward_pct,backward_pct,left_pct,right_pct,collision_row_1,collision_row_3,model_path
v9,ppo,0,200000,100,1000,20,0.2,80,0.8,48,0.48,32,0.32,0,0.0,5.779400000000005,7.06,5.65,10.7,6.15,0.12322946175637393,0.8342776203966006,0.0339943342776204,0.00141643059490085,0.007082152974504249,0,6,results/runs/v9/ppo_seed0/checkpoints/ppo_seed0_200000_steps
v9,ppo,0,400000,100,1000,20,0.2,80,0.8,48,0.48,32,0.32,0,0.0,5.6762000000000015,9.38,5.57,12.45,8.6125,0.30810234541577824,0.6396588486140725,0.04584221748400853,0.0010660980810234541,0.005330490405117271,0,10,results/runs/v9/ppo_seed0/checkpoints/ppo_seed0_400000_steps
v9,ppo,0,600000,100,1000,24,0.24,76,0.76,53,0.53,23,0.23,0,0.0,6.216700000000003,8.33,5.86,11.375,7.368421052631579,0.12244897959183673,0.7755102040816326,0.07202881152460984,0.021608643457382955,0.008403361344537815,0,4,results/runs/v9/ppo_seed0/checkpoints/ppo_seed0_600000_steps
v9,ppo,0,800000,100,1000,29,0.29,71,0.71,47,0.47,24,0.24,0,0.0,6.759199999999998,10.08,6.12,12.241379310344827,9.19718309859155,0.23412698412698413,0.6507936507936508,0.04365079365079365,0.041666666666666664,0.02976190476190476,0,6,results/runs/v9/ppo_seed0/checkpoints/ppo_seed0_800000_steps
v9,ppo,0,1000000,100,1000,22,0.22,78,0.78,63,0.63,15,0.15,0,0.0,6.165899999999998,9.41,5.94,11.772727272727273,8.743589743589743,0.19341126461211477,0.696068012752391,0.06801275239107332,0.019128586609989374,0.023379383634431455,0,4,results/runs/v9/ppo_seed0/final_model
