environment,algorithm,config,training_seed,checkpoint_steps,evaluation_episodes,eval_seed_start,successes,success_rate,collisions,collision_rate,timeouts,timeout_rate,avg_reward,avg_episode_length,avg_max_row,wait_pct,forward_pct,backward_pct,left_pct,right_pct
v6_local1,recurrent_ppo,lstm64_ent02,1,200000,100,1000,1,0.01,99,0.99,0,0.0,3.5598,6.02,4.56,0.24086378737541528,0.7574750830564784,0.0,0.0016611295681063123,0.0
v6_local1,recurrent_ppo,lstm64_ent02,1,400000,100,1000,15,0.15,85,0.85,0,0.0,5.426700000000002,17.33,5.7,0.1361800346220427,0.32890940565493365,0.0,0.5349105597230237,0.0
v6_local1,recurrent_ppo,lstm64_ent02,1,600000,100,1000,27,0.27,73,0.73,0,0.0,6.991600000000002,24.84,6.62,0.010869565217391304,0.2665056360708535,0.0,0.644927536231884,0.07769726247987117
v6_local1,recurrent_ppo,lstm64_ent02,1,800000,100,1000,41,0.41,59,0.59,0,0.0,8.099200000000003,30.08,6.94,0.39128989361702127,0.23071808510638298,0.0026595744680851063,0.37533244680851063,0.0
v6_local1,recurrent_ppo,lstm64_ent02,1,1000000,100,1000,26,0.26,65,0.65,9,0.09,6.601800000000006,46.82,6.87,0.02007689021785562,0.14673216574113626,0.0,0.7492524562152926,0.0839384878257155
