algorithm,training_seed,checkpoint_steps,evaluation_episodes,eval_seed_start,successes,success_rate,collisions,collision_rate,timeouts,timeout_rate,avg_reward,avg_episode_length,avg_max_row,avg_success_episode_length,avg_failure_episode_length,wait_pct,forward_pct,backward_pct,left_pct,right_pct,collision_row_1,collision_row_3,model_path
a2c,0,200000,100,1000,12,0.12,88,0.88,0,0.0,1.6405999999999998,1.94,1.94,5.0,1.5227272727272727,0.0,1.0,0.0,0.0,0.0,65,23,results/runs/a2c_seed0/checkpoints/a2c_seed0_200000_steps
a2c,0,400000,100,1000,12,0.12,88,0.88,0,0.0,1.6405999999999998,1.94,1.94,5.0,1.5227272727272727,0.0,1.0,0.0,0.0,0.0,65,23,results/runs/a2c_seed0/checkpoints/a2c_seed0_400000_steps
a2c,0,600000,100,1000,12,0.12,88,0.88,0,0.0,1.6405999999999998,1.94,1.94,5.0,1.5227272727272727,0.0,1.0,0.0,0.0,0.0,65,23,results/runs/a2c_seed0/checkpoints/a2c_seed0_600000_steps
a2c,0,800000,100,1000,12,0.12,88,0.88,0,0.0,1.6405999999999998,1.94,1.94,5.0,1.5227272727272727,0.0,1.0,0.0,0.0,0.0,65,23,results/runs/a2c_seed0/checkpoints/a2c_seed0_800000_steps
a2c,0,1000000,100,1000,12,0.12,88,0.88,0,0.0,1.6405999999999998,1.94,1.94,5.0,1.5227272727272727,0.0,1.0,0.0,0.0,0.0,65,23,results/runs/a2c_seed0/final_model
