#{"t_start": 1787291444.3183281, "env_id": "None"}
r,l,t,success,collision,max_y
-0.14,14,0.639379,False,True,1
-0.13,13,0.642013,False,True,1
-0.06,6,0.643145,False,True,1
-0.19,19,0.646414,False,True,1
-0.09,9,0.648385,False,True,1
-0.04,4,0.649308,False,True,1
-0.01,1,0.649541,False,True,1
1.84,16,0.652802,False,True,3
-0.04,4,0.653724,False,True,1
1.8,20,0.65951,False,True,3
-0.09,9,0.661138,False,True,1
0.94,6,0.662244,False,True,2
0.47,53,0.672063,False,True,2
-0.08,8,0.673494,False,True,1
-0.03,3,0.674039,False,True,1
-0.03,3,0.674733,False,True,1
-0.18,18,0.677818,False,True,1
-0.13,13,0.680202,False,True,1
1.8,20,0.683497,False,True,3
0.76,24,0.688349,False,True,2
-0.12,12,0.690732,False,True,1
-0.06,6,0.691752,False,True,1
-0.05,5,0.692651,False,True,1
-0.01,1,0.692962,False,True,1
-0.09,9,0.694514,False,True,1
0.88,12,0.696566,False,True,2
-0.04,4,0.697316,False,True,1
-0.02,2,0.697749,False,True,1
1.88,12,0.700479,False,True,3
-0.04,4,0.701222,False,True,1
-0.05,5,0.702086,False,True,1
0.81,19,0.705236,False,True,2
0.93,7,0.706467,False,True,2
-0.01,1,0.70668,False,True,1
-0.01,1,0.706886,False,True,1
0.84,16,0.710065,False,True,2
-0.05,5,0.71098,False,True,1
-0.02,2,0.711392,False,True,1
-0.21,21,0.714946,False,True,1
-0.1,10,0.716674,False,True,1
-0.04,4,0.717396,False,True,1
-0.06,6,0.718472,False,True,1
-0.24,24,0.722428,False,True,1
-0.27,27,0.726731,False,True,1
-0.03,3,0.727265,False,True,1
-0.15,15,0.730284,False,True,1
-0.07,7,0.7319,False,True,1
1.89,11,0.734229,False,True,3
-0.07,7,0.735603,False,True,1
-0.14,14,0.738479,False,True,1
1.64,36,0.745291,False,True,3
-0.08,8,0.746892,False,True,1
-0.11,11,0.748964,False,True,1
-0.03,3,0.749644,False,True,1
0.95,5,0.750641,False,True,2
1.87,13,0.753459,False,True,3
1.93,7,0.754789,False,True,3
1.96,4,0.755529,False,True,3
0.92,8,0.756932,False,True,2
1.87,13,0.759131,False,True,3
-0.06,6,0.760149,False,True,1
-0.11,11,0.761938,False,True,1
0.95,5,0.762789,False,True,2
1.92,8,0.764655,False,True,3
0.89,11,0.767104,False,True,2
-0.03,3,0.767656,False,True,1
-0.1,10,0.769289,False,True,1
0.87,13,0.771557,False,True,2
3.74,26,0.776537,False,True,5
0.94,6,0.777628,False,True,2
-0.09,9,0.779139,False,True,1
-0.13,13,0.781305,False,True,1
-0.13,13,0.783826,False,True,1
-0.09,9,0.785315,False,True,1
-0.02,2,0.785682,False,True,1
0.89,11,0.787464,False,True,2
-0.03,3,0.787989,False,True,1
1.91,9,0.789998,False,True,3
-0.05,5,0.791079,False,True,1
-0.14,14,0.793802,False,True,1
1.88,12,0.796008,False,True,3
-0.08,8,0.797496,False,True,1
-0.15,15,0.800412,False,True,1
-0.01,1,0.800637,False,True,1
0.93,7,0.801801,False,True,2
-0.12,12,0.804024,False,True,1
0.82,18,0.807252,False,True,2
-0.06,6,0.8086,False,True,1
0.88,12,0.810747,False,True,2
-0.04,4,0.811468,False,True,1
1.95,5,0.812358,False,True,3
-0.14,14,0.814867,False,True,1
-0.12,12,0.81762,False,True,1
0.81,19,0.820757,False,True,2
-0.03,3,0.821301,False,True,1
1.89,11,0.823114,False,True,3
-0.07,7,0.824279,False,True,1
-0.05,5,0.825129,False,True,1
-0.01,1,0.825522,False,True,1
-0.05,5,0.826496,False,True,1
1.9,10,0.828171,False,True,3
0.94,6,0.829183,False,True,2
1.92,8,0.830512,False,True,3
1.85,15,0.832929,False,True,3
1.9,10,0.834574,False,True,3
1.92,8,0.836398,False,True,3
-0.03,3,0.836946,False,True,1
-0.01,1,0.837165,False,True,1
-0.11,11,0.839228,False,True,1
0.75,25,0.843736,False,True,2
0.89,11,0.846326,False,True,2
-0.02,2,0.846864,False,True,1
0.95,5,0.848092,False,True,2
0.92,8,0.851133,False,True,2
-0.05,5,0.852173,False,True,1
-0.01,1,0.8524,False,True,1
-0.08,8,0.853749,False,True,1
0.96,4,0.854485,False,True,2
-0.21,21,0.85925,False,True,1
1.8,20,0.862622,False,True,3
-0.06,6,0.863648,False,True,1
1.91,9,0.865159,False,True,3
-0.1,10,0.867552,False,True,1
-0.2,20,0.871177,False,True,1
1.84,16,0.874857,False,True,3
-0.07,7,0.876122,False,True,1
-0.05,5,0.877389,False,True,1
-0.1,10,0.879238,False,True,1
1.87,13,0.881586,False,True,3
-0.09,9,0.883178,False,True,1
-0.2,20,0.886521,False,True,1
-0.02,2,0.886912,False,True,1
-0.12,12,0.888864,False,True,1
-0.01,1,0.889071,False,True,1
1.92,8,0.89038,False,True,3
1.94,6,0.891413,False,True,3
0.96,4,0.892195,False,True,2
-0.13,13,0.894453,False,True,1
0.96,4,0.895169,False,True,2
-0.12,12,0.897187,False,True,1
-0.05,5,0.898069,False,True,1
0.88,12,0.90104,False,True,2
-0.01,1,0.901357,False,True,1
1.82,18,0.904404,False,True,3
-0.02,2,0.904804,False,True,1
-0.03,3,0.905368,False,True,1
0.92,8,0.906756,False,True,2
-0.11,11,0.908802,False,True,1
0.83,17,0.911601,False,True,2
-0.01,1,0.911814,False,True,1
-0.06,6,0.912821,False,True,1
-0.04,4,0.913536,False,True,1
0.92,8,0.915225,False,True,2
-0.09,9,0.916745,False,True,1
-0.27,27,0.921773,False,True,1
-0.11,11,0.923562,False,True,1
-0.09,9,0.925012,False,True,1
0.83,17,0.927721,False,True,2
-0.07,7,0.929412,False,True,1
0.56,44,0.936421,False,True,2
-0.02,2,0.93719,False,True,1
-0.11,11,0.939532,False,True,1
-0.01,1,0.939803,False,True,1
-0.02,2,0.940199,False,True,1
0.77,23,0.944265,False,True,2
-0.04,4,0.944979,False,True,1
-0.27,27,0.95,False,True,1
-0.07,7,0.951202,False,True,1
1.93,7,0.952365,False,True,3
-0.09,9,0.953832,False,True,1
-0.25,25,0.957877,False,True,1
-0.14,14,0.960753,False,True,1
-0.01,1,0.961014,False,True,1
0.92,8,0.962534,False,True,2
1.92,8,0.964022,False,True,3
3.85,15,0.966509,False,True,5
-0.02,2,0.966898,False,True,1
1.68,32,0.973368,False,True,3
-0.06,6,0.974468,False,True,1
-0.04,4,0.975206,False,True,1
-0.13,13,0.977365,False,True,1
0.81,19,0.981155,False,True,2
0.66,34,0.987347,False,True,2
-0.01,1,0.987618,False,True,1
1.85,15,0.99134,False,True,3
0.83,17,0.994186,False,True,2
-0.09,9,0.995743,False,True,1
-0.01,1,0.995951,False,True,1
-0.09,9,0.997438,False,True,1
-0.02,2,0.997816,False,True,1
-0.07,7,0.999603,False,True,1
1.57,43,1.006988,False,True,3
-0.02,2,1.00746,False,True,1
-0.13,13,1.010267,False,True,1
-0.24,24,1.014817,False,True,1
-0.04,4,1.015912,False,True,1
-0.17,17,1.018663,False,True,1
-0.06,6,1.020179,False,True,1
-0.03,3,1.020938,False,True,1
-0.07,7,1.51526,False,True,1
-0.02,2,1.515761,False,True,1
1.83,17,1.518583,False,True,3
0.9,10,1.520287,False,True,2
0.77,23,1.523938,False,True,2
-0.23,23,1.527834,False,True,1
0.72,28,1.532297,False,True,2
-0.01,1,1.532522,False,True,1
1.88,12,1.534948,False,True,3
-0.2,20,1.538472,False,True,1
-0.12,12,1.540917,False,True,1
-0.03,3,1.541576,False,True,1
-0.04,4,1.542343,False,True,1
1.69,31,1.547499,False,True,3
2.87,13,1.549755,False,True,4
-0.07,7,1.55114,False,True,1
-0.06,6,1.552314,False,True,1
-0.18,18,1.555408,False,True,1
