environment,algorithm,training_seed,checkpoint_steps,evaluation_episodes,eval_seed_start,successes,success_rate,collisions,collision_rate,timeouts,timeout_rate,avg_reward,avg_episode_length,avg_max_row,avg_success_episode_length,avg_failure_episode_length,wait_pct,forward_pct,backward_pct,left_pct,right_pct,collision_row_1,collision_row_3,model_path
v6_local1,trpo,2,200000,100,1000,32,0.32,68,0.68,0,0.0,7.946600000000002,15.34,7.18,15.96875,15.044117647058824,0.4198174706649283,0.4680573663624511,0.001303780964797914,0.0,0.11082138200782268,0,0,results/runs/v6_local1/trpo_seed2/checkpoints/trpo_seed2_200000_steps
v6_local1,trpo,2,400000,100,1000,84,0.84,12,0.12,4,0.04,12.124400000000003,31.56,8.56,29.44047619047619,42.6875,0.6257921419518377,0.27122940430925224,0.0,0.029467680608365018,0.07351077313054499,0,0,results/runs/v6_local1/trpo_seed2/checkpoints/trpo_seed2_400000_steps
v6_local1,trpo,2,600000,100,1000,87,0.87,10,0.1,3,0.03,12.4299,30.01,8.63,28.7816091954023,38.23076923076923,0.6351216261246251,0.28757080973008997,0.001999333555481506,0.016327890703098966,0.05898033988670443,0,0,results/runs/v6_local1/trpo_seed2/checkpoints/trpo_seed2_600000_steps
v6_local1,trpo,2,800000,100,1000,89,0.89,10,0.1,1,0.01,12.749900000000002,30.01,8.75,29.808988764044944,31.636363636363637,0.6094635121626124,0.291569476841053,0.02032655781406198,0.019326891036321226,0.05931356214595135,0,0,results/runs/v6_local1/trpo_seed2/checkpoints/trpo_seed2_800000_steps
v6_local1,trpo,2,1000000,100,1000,91,0.91,8,0.08,1,0.01,12.924100000000008,30.59,8.81,28.945054945054945,47.22222222222222,0.6024844720496895,0.2880026152337365,0.005557371690094802,0.03236351748937561,0.07159202353710363,0,0,results/runs/v6_local1/trpo_seed2/final_model
