environment,algorithm,config,training_seed,checkpoint_steps,evaluation_episodes,eval_seed_start,successes,success_rate,collisions,collision_rate,timeouts,timeout_rate,avg_reward,avg_episode_length,avg_max_row,wait_pct,forward_pct,backward_pct,left_pct,right_pct
v6_local1,recurrent_ppo,lstm64_ent02,2,200000,100,1000,2,0.02,98,0.98,0,0.0,3.5795999999999997,6.04,4.52,0.0,0.7483443708609272,0.25165562913907286,0.0,0.0
v6_local1,recurrent_ppo,lstm64_ent02,2,400000,100,1000,1,0.01,99,0.99,0,0.0,3.2552000000000003,6.48,4.26,0.013888888888888888,0.6574074074074074,0.3287037037037037,0.0,0.0
v6_local1,recurrent_ppo,lstm64_ent02,2,600000,100,1000,7,0.07,93,0.93,0,0.0,3.7576000000000005,10.24,4.44,0.265625,0.43359375,0.30078125,0.0,0.0
v6_local1,recurrent_ppo,lstm64_ent02,2,800000,100,1000,7,0.07,93,0.93,0,0.0,4.111000000000001,10.9,4.8,0.3128440366972477,0.44036697247706424,0.2467889908256881,0.0,0.0
v6_local1,recurrent_ppo,lstm64_ent02,2,1000000,100,1000,4,0.04,96,0.96,0,0.0,3.9067000000000003,9.33,4.76,0.48981779206859594,0.5101822079314041,0.0,0.0,0.0
