#{"t_start": 1787338181.948891, "env_id": "None"}
r,l,t
3.92,8,2.751575
1.94,6,2.753324
3.95,5,2.754802
1.96,4,2.755991
-0.01,1,2.756351
1.94,6,2.758074
1.96,4,2.75926
1.96,4,2.760622
-0.01,1,2.761021
-0.03,3,2.761978
5.9,10,2.764858
1.96,4,2.766075
1.94,6,2.767842
5.9,10,2.770703
5.9,10,2.77355
1.94,6,2.7753
1.93,7,2.777312
1.96,4,2.778497
3.89,11,2.781604
13.89,11,2.784724
3.94,6,2.869429
1.97,3,2.870511
1.93,7,2.872611
1.93,7,2.874827
-0.06,6,2.877095
1.97,3,2.878075
5.91,9,2.881646
13.88,12,2.88523
1.95,5,2.886728
1.97,3,2.887666
-0.02,2,2.888437
1.94,6,2.89039
1.96,4,2.891612
1.94,6,2.893407
1.9,10,2.896273
3.94,6,2.89803
3.93,7,2.900061
-0.01,1,2.900421
1.94,6,2.902179
1.93,7,2.904313
1.97,3,2.905311
1.97,3,2.906263
-0.04,4,2.907482
3.95,5,2.908968
3.95,5,2.994049
1.96,4,2.995371
13.91,9,2.998105
1.97,3,2.999229
3.94,6,3.001358
3.94,6,3.003503
-0.01,1,3.003945
5.89,11,3.007162
5.91,9,3.009783
-0.02,2,3.010435
0.95,5,3.011921
-0.02,2,3.012576
5.92,8,3.014895
-0.04,4,3.016112
-0.04,4,3.017317
1.96,4,3.018524
1.96,4,3.019737
1.95,5,3.02121
-0.03,3,3.022133
1.96,4,3.023329
5.92,8,3.025635
3.95,5,3.027245
-0.05,5,3.028752
1.97,3,3.029693
5.85,15,3.115208
3.92,8,3.117637
-0.01,1,3.118012
13.9,10,3.120889
1.96,4,3.122087
1.97,3,3.123252
3.94,6,3.125256
13.82,18,3.130556
1.91,9,3.133222
-0.02,2,3.133898
-0.02,2,3.134557
1.95,5,3.136059
1.96,4,3.137281
-0.02,2,3.137934
1.97,3,3.138869
1.96,4,3.140108
1.96,4,3.141331
1.96,4,3.14256
1.94,6,3.144339
1.94,6,3.146129
5.92,8,3.14849
1.94,6,3.150267
1.97,3,3.1512
3.82,18,3.263067
3.95,5,3.264643
3.95,5,3.266127
3.91,9,3.268999
-0.01,1,3.269467
1.96,4,3.270785
1.97,3,3.271771
1.97,3,3.272737
1.95,5,3.274239
3.95,5,3.275732
-0.08,8,3.27804
-0.02,2,3.278695
3.95,5,3.280177
5.92,8,3.282521
5.9,10,3.285393
1.96,4,3.286601
1.89,11,3.28998
-0.02,2,3.290689
1.97,3,3.291658
-0.03,3,3.292606
3.91,9,3.295268
5.92,8,3.297715
3.88,12,3.391246
1.96,4,3.392562
1.95,5,3.394079
3.94,6,3.39587
1.92,8,3.398216
1.97,3,3.399232
3.94,6,3.401252
13.9,10,3.404465
3.92,8,3.407257
1.97,3,3.408298
-0.02,2,3.408984
1.95,5,3.410498
3.85,15,3.414797
3.91,9,3.417401
-0.07,7,3.419461
1.97,3,3.420397
5.9,10,3.423259
1.95,5,3.424738
3.95,5,3.426226
1.96,4,3.519508
-0.01,1,3.520026
3.92,8,3.522482
1.64,36,3.532713
1.96,4,3.533931
1.95,5,3.535418
-0.01,1,3.535791
1.97,3,3.536724
5.93,7,3.538787
3.91,9,3.541394
1.97,3,3.542325
1.94,6,3.5441
1.97,3,3.545025
-0.03,3,3.545948
-0.02,2,3.546592
-0.02,2,3.547245
1.94,6,3.54901
-0.01,1,3.549382
-0.03,3,3.550311
1.95,5,3.551792
3.91,9,3.554391
1.95,5,3.555882
3.95,5,3.557376
1.92,8,3.74419
-0.04,4,3.745482
1.74,26,3.752736
3.94,6,3.754482
3.89,11,3.757591
3.95,5,3.759095
5.93,7,3.761127
1.97,3,3.76206
1.95,5,3.763533
1.96,4,3.764735
13.9,10,3.767584
1.87,13,3.771245
1.94,6,3.772982
1.96,4,3.774176
1.96,4,3.775389
-0.08,8,3.777665
1.97,3,3.778581
3.91,9,3.917712
1.96,4,3.918991
-0.03,3,3.919914
3.95,5,3.921374
5.92,8,3.923653
-0.01,1,3.924025
1.97,3,3.925306
1.93,7,3.927553
3.95,5,3.929093
3.94,6,3.930902
3.88,12,3.934428
-0.03,3,3.935376
1.97,3,3.936315
-0.04,4,3.937536
5.92,8,3.939872
1.83,17,3.944711
1.97,3,3.945652
13.91,9,3.948285
1.73,27,4.065401
1.97,3,4.066439
3.95,5,4.067946
-0.01,1,4.068318
1.9,10,4.07123
3.95,5,4.072733
13.85,15,4.076974
-0.01,1,4.077351
-0.03,3,4.078283
1.92,8,4.080587
-0.3,30,4.088922
-0.01,1,4.089299
3.95,5,4.090787
3.93,7,4.092809
1.97,3,4.093736
3.95,5,4.095221
1.96,4,4.096415
1.97,3,4.097326
-0.02,2,4.097967
1.92,8,4.100253
1.87,13,4.263253
1.94,6,4.265082
1.97,3,4.26602
-0.02,2,4.266672
1.97,3,4.2676
1.88,12,4.271413
3.95,5,4.272999
1.97,3,4.273948
3.91,9,4.276575
-0.01,1,4.276953
1.93,7,4.279005
13.9,10,4.281904
1.96,4,4.283118
-0.02,2,4.283765
1.96,4,4.284973
-0.06,6,4.286729
1.93,7,4.288769
3.95,5,4.290301
1.97,3,4.291285
-0.02,2,4.291956
13.9,10,4.294941
1.96,4,4.296189
3.88,12,4.386674
3.95,5,4.388277
1.94,6,4.390072
1.93,7,4.392156
1.97,3,4.393116
-0.01,1,4.393487
3.91,9,4.396088
13.91,9,4.39868
1.95,5,4.400147
1.96,4,4.401351
-0.01,1,4.401712
1.9,10,4.404548
3.89,11,4.407655
1.87,13,4.411301
1.97,3,4.412221
3.85,15,4.416875
3.94,6,4.418749
1.95,5,4.42027
13.9,10,4.423357
1.96,4,4.519681
-0.01,1,4.520144
3.95,5,4.521701
-0.1,10,4.52464
3.93,7,4.526846
1.97,3,4.527796
1.95,5,4.529302
1.96,4,4.530506
-0.03,3,4.531433
3.95,5,4.532924
-0.05,5,4.534617
1.93,7,4.536801
-0.09,9,4.539885
-0.05,5,4.541499
5.9,10,4.544708
1.94,6,4.546656
1.97,3,4.547932
1.91,9,4.550621
1.97,3,4.551571
3.95,5,4.55305
-0.02,2,4.553701
-0.01,1,4.554068
-0.05,5,4.555526
3.95,5,4.556992
3.95,5,4.55883
3.95,5,4.639104
1.97,3,4.640139
-0.08,8,4.642582
-0.07,7,4.644616
13.88,12,4.648038
3.91,9,4.650606
3.89,11,4.653709
1.97,3,4.654627
-0.02,2,4.655259
1.9,10,4.658075
3.93,7,4.660095
1.97,3,4.661006
-0.08,8,4.663268
1.97,3,4.664182
1.95,5,4.665645
3.88,12,4.669003
1.97,3,4.669914
13.91,9,4.672469
1.93,7,4.674471
3.94,6,4.759902
5.91,9,4.762602
-0.01,1,4.762976
-0.06,6,4.765028
1.97,3,4.766035
-0.01,1,4.766415
1.91,9,4.76935
3.91,9,4.772081
1.95,5,4.773611
1.97,3,4.774568
3.95,5,4.77606
1.95,5,4.777533
1.96,4,4.778751
1.95,5,4.780219
1.91,9,4.782781
-0.01,1,4.783146
-0.03,3,4.784069
5.89,11,4.787189
3.91,9,4.789757
1.97,3,4.790679
3.88,12,4.794057
3.92,8,4.79637
1.97,3,4.7973
-0.03,3,4.885546
1.95,5,4.887192
3.94,6,4.88898
1.93,7,4.891028
1.97,3,4.89196
-0.02,2,4.892604
1.97,3,4.893524
-0.01,1,4.893887
1.97,3,4.895097
5.91,9,4.897832
1.92,8,4.900178
3.95,5,4.90168
1.93,7,4.903717
1.93,7,4.905769
-0.04,4,4.906976
1.97,3,4.907906
1.95,5,4.909392
1.92,8,4.911715
1.95,5,4.913193
-0.02,2,4.913839
-0.01,1,4.914204
-0.05,5,4.915689
1.94,6,4.917452
1.97,3,4.918381
3.94,6,4.920144
3.95,5,4.921621
1.97,3,4.922549
-0.01,1,4.922909
3.95,5,5.000046
-0.04,4,5.001388
1.91,9,5.004015
1.97,3,5.004944
3.95,5,5.006447
3.91,9,5.009019
1.97,3,5.009937
3.95,5,5.011399
3.88,12,5.014791
5.89,11,5.017889
1.96,4,5.019076
1.94,6,5.020818
1.93,7,5.022818
3.93,7,5.024818
-0.05,5,5.026266
3.89,11,5.029346
1.96,4,5.030533
1.97,3,5.031454
5.92,8,5.033746
1.94,6,5.03546
1.9,10,5.124136
1.97,3,5.125166
1.97,3,5.126122
5.89,11,5.129344
3.95,5,5.130874
-0.01,1,5.131258
1.95,5,5.132762
3.95,5,5.134272
1.97,3,5.13521
-0.02,2,5.135869
3.94,6,5.137651
3.95,5,5.139152
3.95,5,5.140671
13.89,11,5.14386
3.94,6,5.145769
3.93,7,5.147956
1.94,6,5.149954
1.97,3,5.151124
1.95,5,5.152864
-0.06,6,5.154668
1.97,3,5.155972
1.97,3,5.157097
3.95,5,5.15877
3.95,5,5.160396
5.93,7,5.162509
1.95,5,5.247434
3.94,6,5.249373
5.92,8,5.251799
5.88,12,5.255238
1.97,3,5.256632
1.92,8,5.259151
1.95,5,5.260684
1.91,9,5.263316
3.89,11,5.266493
1.97,3,5.267428
3.95,5,5.268921
3.94,6,5.270699
1.91,9,5.273297
3.93,7,5.275342
-0.04,4,5.276565
1.91,9,5.279166
-0.01,1,5.279532
3.94,6,5.28129
5.92,8,5.283611
3.87,13,5.370512
1.9,10,5.373768
5.93,7,5.375985
5.93,7,5.378097
-0.06,6,5.379966
3.93,7,5.38204
-0.02,2,5.382704
-0.04,4,5.383931
-0.04,4,5.385136
1.96,4,5.386354
1.97,3,5.387288
-0.01,1,5.387666
-0.01,1,5.38804
13.91,9,5.390718
3.8,20,5.396359
5.93,7,5.398451
1.97,3,5.399387
1.93,7,5.401437
3.91,9,5.404051
1.97,3,5.404995
3.9,10,5.522786
-0.01,1,5.523236
3.94,6,5.525044
1.97,3,5.525977
1.97,3,5.526906
3.91,9,5.529479
1.97,3,5.530399
-0.07,7,5.532414
3.88,12,5.535796
1.95,5,5.537267
1.97,3,5.538181
1.97,3,5.539103
3.93,7,5.541164
5.92,8,5.543472
3.95,5,5.544945
-0.01,1,5.545308
3.95,5,5.546775
1.97,3,5.547873
1.88,12,5.551518
1.96,4,5.552771
1.97,3,5.55373
1.97,3,5.554695
1.92,8,5.557193
3.95,5,5.558934
-0.03,3,5.560009
1.92,8,5.651542
3.93,7,5.653937
5.89,11,5.657156
-0.01,1,5.657538
3.92,8,5.659901
-0.04,4,5.661117
5.93,7,5.663178
1.94,6,5.664941
3.92,8,5.667268
3.94,6,5.66903
-0.01,1,5.669411
-0.05,5,5.670888
1.97,3,5.671809
5.93,7,5.673856
-0.01,1,5.674222
3.95,5,5.675705
1.96,4,5.676914
5.9,10,5.679783
1.96,4,5.680979
13.88,12,5.684394
13.89,11,5.687601
1.97,3,5.773326
1.96,4,5.774653
5.93,7,5.776729
5.92,8,5.779039
3.89,11,5.782171
3.95,5,5.783646
1.93,7,5.785641
1.96,4,5.786829
1.97,3,5.787738
3.95,5,5.789202
3.95,5,5.790668
-0.07,7,5.792663
-0.09,9,5.795211
1.97,3,5.79613
1.95,5,5.797586
1.94,6,5.799315
-0.02,2,5.799946
1.93,7,5.801931
3.95,5,5.803411
1.97,3,5.804325
3.95,5,5.805781
1.94,6,5.807508
-0.01,1,5.807873
5.93,7,5.809874
-0.02,2,5.892097
-0.05,5,5.893837
3.93,7,5.895912
1.97,3,5.896845
5.89,11,5.899981
-0.07,7,5.90201
1.97,3,5.902927
3.94,6,5.904672
1.97,3,5.905596
3.95,5,5.907066
1.97,3,5.907983
-0.04,4,5.909172
1.97,3,5.910093
1.96,4,5.911285
1.94,6,5.913027
1.94,6,5.914778
1.88,12,5.918156
-0.05,5,5.919619
1.93,7,5.921618
-0.03,3,5.922527
-0.06,6,5.924251
1.97,3,5.925162
13.91,9,5.927728
1.88,12,6.01759
-0.03,3,6.018606
1.9,10,6.021512
1.97,3,6.022446
1.96,4,6.023665
13.85,15,6.027901
3.94,6,6.02967
-0.09,9,6.032241
3.94,6,6.034016
-0.02,2,6.034666
3.92,8,6.036977
-0.08,8,6.039278
1.97,3,6.040194
3.95,5,6.04168
1.85,15,6.045885
3.95,5,6.047363
3.95,5,6.048835
1.97,3,6.049759
1.97,3,6.050686
1.94,6,6.052411
1.95,5,6.151132
3.94,6,6.153032
3.94,6,6.154818
3.95,5,6.156316
1.97,3,6.157256
-0.1,10,6.160103
1.97,3,6.161033
1.96,4,6.162231
3.95,5,6.163708
1.97,3,6.164637
1.97,3,6.165564
1.97,3,6.166543
-0.08,8,6.169183
-0.05,5,6.170861
1.95,5,6.172438
5.93,7,6.174482
5.88,12,6.17789
3.91,9,6.180461
1.97,3,6.181382
1.87,13,6.185031
5.91,9,6.187626
-0.01,1,6.187994
3.9,10,6.281462
13.88,12,6.285037
1.92,8,6.287379
-0.04,4,6.288608
-0.07,7,6.290658
1.97,3,6.291592
1.95,5,6.293099
3.88,12,6.29653
-0.04,4,6.297735
-0.01,1,6.298107
1.97,3,6.299051
-0.01,1,6.299419
5.93,7,6.301474
1.97,3,6.302407
3.95,5,6.3039
1.97,3,6.304843
1.95,5,6.306325
3.93,7,6.308382
1.96,4,6.309595
-0.02,2,6.31025
3.88,12,6.313669
3.95,5,6.315159
1.97,3,6.316091
-0.03,3,6.317016
3.9,10,6.408367
3.94,6,6.410317
3.95,5,6.411833
3.95,5,6.413333
-0.03,3,6.414269
-0.09,9,6.416866
3.93,7,6.418917
-0.12,12,6.42234
5.93,7,6.424371
1.97,3,6.425304
13.89,11,6.428452
1.96,4,6.42966
1.97,3,6.430589
-0.06,6,6.432351
1.97,3,6.433276
-0.07,7,6.435323
1.97,3,6.436257
1.97,3,6.437182
3.94,6,6.438945
-0.02,2,6.439593
1.92,8,6.441899
-0.06,6,6.44364
-0.03,3,6.529421
3.92,8,6.531879
5.84,16,6.536499
3.93,7,6.538833
-0.02,2,6.539583
1.96,4,6.540841
-0.02,2,6.541526
5.92,8,6.543876
1.97,3,6.544815
3.95,5,6.546302
1.96,4,6.547501
1.94,6,6.549263
1.95,5,6.550753
1.94,6,6.552497
1.91,9,6.555067
1.86,14,6.559006
3.95,5,6.560471
1.96,4,6.561663
3.95,5,6.563135
5.74,26,6.670655
5.92,8,6.673075
3.94,6,6.674859
1.97,3,6.675794
1.97,3,6.676723
1.91,9,6.679324
3.95,5,6.680824
1.97,3,6.681767
1.97,3,6.682701
1.97,3,6.683638
1.97,3,6.68457
3.95,5,6.686083
1.95,5,6.687564
13.86,14,6.691571
1.97,3,6.69251
-0.02,2,6.693158
5.87,13,6.696842
3.95,5,6.698317
3.95,5,6.699791
-0.01,1,6.700165
1.97,3,6.70109
3.92,8,6.703398
1.97,3,6.70433
3.95,5,6.799417
5.93,7,6.801611
1.96,4,6.802845
1.91,9,6.805481
-0.14,14,6.809461
-0.12,12,6.81289
3.95,5,6.814384
3.95,5,6.815873
-0.11,11,6.819044
3.95,5,6.820554
3.95,5,6.82204
13.91,9,6.824632
13.86,14,6.828599
1.97,3,6.829523
3.93,7,6.831551
5.9,10,6.834416
1.9,10,6.926445
3.9,10,6.929436
1.97,3,6.930377
1.96,4,6.931586
1.94,6,6.933341
-0.06,6,6.935081
3.89,11,6.938206
1.95,5,6.939676
-0.01,1,6.940044
-0.02,2,6.940686
1.94,6,6.942427
0.89,11,6.945536
-0.02,2,6.946178
-0.02,2,6.946816
-0.07,7,6.948817
1.97,3,6.949735
1.96,4,6.950923
-0.02,2,6.951583
1.94,6,6.953314
1.97,3,6.954231
1.93,7,6.956237
3.94,6,6.957969
1.92,8,6.960257
3.95,5,6.961721
1.92,8,7.04452
3.95,5,7.046123
1.97,3,7.047082
3.91,9,7.049702
-0.01,1,7.050089
1.96,4,7.051364
1.97,3,7.0523
3.93,7,7.054357
3.95,5,7.055843
5.93,7,7.057895
1.82,18,7.062963
1.97,3,7.063899
3.93,7,7.065934
3.95,5,7.067414
-0.05,5,7.068886
1.97,3,7.069813
1.97,3,7.070731
1.97,3,7.071658
1.97,3,7.072583
1.97,3,7.073512
-0.08,8,7.075798
1.97,3,7.076714
3.95,5,7.078188
1.97,3,7.079105
1.92,8,7.197411
1.94,6,7.199297
1.97,3,7.200227
1.95,5,7.201705
3.95,5,7.203179
1.96,4,7.204363
3.94,6,7.206084
3.9,10,7.208874
1.9,10,7.211676
3.94,6,7.213385
-0.02,2,7.214014
1.97,3,7.214919
3.95,5,7.216372
5.93,7,7.218371
1.96,4,7.219542
1.97,3,7.220437
5.9,10,7.223221
-0.07,7,7.225185
1.9,10,7.227956
5.82,18,7.232869
1.97,3,7.350109
-0.07,7,7.352466
13.91,9,7.355109
-0.06,6,7.35719
3.89,11,7.360631
1.97,3,7.361591
5.93,7,7.363662
3.84,16,7.368275
1.97,3,7.369212
3.95,5,7.370693
3.95,5,7.372246
1.95,5,7.373845
0.97,3,7.374799
5.91,9,7.377435
3.94,6,7.379207
5.93,7,7.381365
3.93,7,7.383457
1.94,6,7.385237
3.85,15,7.487347
1.97,3,7.488376
5.9,10,7.491258
-0.01,1,7.491626
-0.05,5,7.49309
1.97,3,7.49402
-0.5,50,7.509333
3.95,5,7.510895
5.93,7,7.51293
1.85,15,7.517214
13.91,9,7.519794
1.94,6,7.521536
1.94,6,7.523328
-6.0,100,7.754973
-0.07,7,7.757277
1.95,5,7.758789
1.93,7,7.760867
1.95,5,7.762372
1.97,3,7.763318
1.97,3,7.764256
3.95,5,8.119355
-0.01,1,8.119913
1.97,3,8.12102
1.97,3,8.122007
5.89,11,8.125167
1.94,6,8.126919
-0.06,6,8.128653
3.93,7,8.130658
-6.0,100,8.48144
5.93,7,8.483771
5.93,7,8.485824
1.86,14,8.490308
3.95,5,8.491878
5.9,10,8.494761
1.94,6,8.496527
5.93,7,8.498591
3.95,5,8.500103
1.95,5,8.501672
5.93,7,8.504204
3.95,5,8.505829
13.9,10,8.508777
3.95,5,8.510252
3.95,5,8.511733
1.94,6,8.513468
5.88,12,8.51685
5.93,7,8.607739
3.95,5,8.609312
-0.02,2,8.609973
1.97,3,8.610892
3.95,5,8.612356
-0.08,8,8.614618
3.95,5,8.616083
1.96,4,8.617261
3.94,6,8.618982
1.97,3,8.619893
1.97,3,8.620799
-0.05,5,8.622237
5.93,7,8.62422
3.94,6,8.625941
1.95,5,8.627398
1.94,6,8.629196
1.97,3,8.63024
3.95,5,8.631918
-0.09,9,8.634731
1.97,3,8.635747
1.91,9,8.638547
-0.07,7,8.640913
3.89,11,8.644103
-0.05,5,8.726388
1.88,12,8.729875
-0.06,6,8.731614
1.97,3,8.732535
-0.06,6,8.734252
13.85,15,8.738391
-0.11,11,8.741428
1.96,4,8.742625
1.97,3,8.743541
1.97,3,8.744446
-0.01,1,8.744805
1.97,3,8.745698
-0.13,13,8.749291
-0.34,34,8.758444
1.97,3,8.759346
3.91,9,8.936756
1.94,6,8.938814
-0.06,6,8.940707
1.97,3,8.941712
3.92,8,8.944165
1.96,4,8.945635
3.93,7,8.948345
1.97,3,8.949483
1.91,9,8.952306
1.93,7,8.954414
5.88,12,8.958433
3.32,68,9.217827
5.93,7,9.220023
3.95,5,9.221546
3.86,14,9.225585
1.96,4,9.226791
5.93,7,9.228851
