algorithm,training_seed,checkpoint_steps,evaluation_episodes,eval_seed_start,successes,success_rate,collisions,collision_rate,timeouts,timeout_rate,avg_reward,avg_episode_length,avg_max_row,avg_success_episode_length,avg_failure_episode_length,wait_pct,forward_pct,backward_pct,left_pct,right_pct,collision_row_1,collision_row_3,model_path
ppo,3,200000,100,1000,19,0.19,81,0.81,0,0.0,2.650900000000001,2.91,2.54,5.368421052631579,2.3333333333333335,0.010309278350515464,0.872852233676976,0.11683848797250859,0.0,0.0,42,39,results/runs/ppo_seed3/checkpoints/ppo_seed3_200000_steps
ppo,3,400000,100,1000,19,0.19,81,0.81,0,0.0,2.6305000000000005,2.95,2.52,5.526315789473684,2.345679012345679,0.0,0.8610169491525423,0.13898305084745763,0.0,0.0,43,38,results/runs/ppo_seed3/checkpoints/ppo_seed3_400000_steps
ppo,3,600000,100,1000,19,0.19,81,0.81,0,0.0,2.608700000000001,3.13,2.5,6.105263157894737,2.432098765432099,0.012779552715654952,0.8274760383386581,0.1597444089456869,0.0,0.0,44,37,results/runs/ppo_seed3/checkpoints/ppo_seed3_600000_steps
ppo,3,800000,100,1000,19,0.19,81,0.81,0,0.0,2.6496000000000004,3.04,2.54,5.526315789473684,2.45679012345679,0.0,0.8552631578947368,0.14473684210526316,0.0,0.0,42,39,results/runs/ppo_seed3/checkpoints/ppo_seed3_800000_steps
ppo,3,1000000,100,1000,18,0.18,82,0.82,0,0.0,2.549,3.1,2.5,5.722222222222222,2.524390243902439,0.0,0.8354838709677419,0.16451612903225807,0.0,0.0,43,39,results/runs/ppo_seed3/final_model
