#{"t_start": 1787430814.954145, "env_id": "None"}
r,l,t,success,collision,max_y
-0.06,6,0.667887,False,True,1
1.65,35,0.669677,False,True,3
0.75,25,0.670855,False,True,2
1.88,12,0.671451,False,True,3
0.97,3,0.675951,False,True,2
2.71,29,0.67808,False,True,4
-0.05,5,0.678429,False,True,1
-0.03,3,0.678653,False,True,1
0.85,15,0.679878,False,True,2
-0.17,17,0.680717,False,True,1
1.85,15,0.681451,False,True,3
-0.02,2,0.681604,False,True,1
-0.07,7,0.682101,False,True,1
-0.08,8,0.682883,False,True,1
3.58,42,0.685113,False,True,5
0.96,4,0.685697,False,True,2
0.54,46,0.687904,False,True,2
4.56,44,0.690061,False,True,6
-0.04,4,0.690421,False,True,1
0.76,24,0.691533,False,True,2
-0.06,6,0.691972,False,True,1
-0.17,17,0.692778,False,True,1
1.87,13,0.693405,False,True,3
1.63,37,0.695231,False,True,3
-0.04,4,0.695581,False,True,1
1.81,19,0.696442,False,True,3
-0.3,30,0.697748,False,True,1
2.5,50,0.699913,False,True,4
-0.02,2,0.70027,False,True,1
0.6,40,0.702228,False,True,2
-0.14,14,0.70311,False,True,1
0.88,12,0.70376,False,True,2
-0.07,7,0.704273,False,True,1
0.8,20,0.705167,False,True,2
0.94,6,0.705503,False,True,2
2.52,48,0.707567,False,True,4
3.95,5,0.707931,False,True,5
0.86,14,0.708607,False,True,2
1.86,14,0.709278,False,True,3
-0.26,26,0.710517,False,True,1
0.85,15,0.711332,False,True,2
1.83,17,0.712124,False,True,3
0.91,9,0.71257,False,True,2
-0.26,26,0.71368,False,True,1
6.79,21,0.714752,False,True,8
0.96,4,0.71501,False,True,2
1.88,12,0.715577,False,True,3
0.35,65,0.718257,False,True,2
-0.03,3,0.718528,False,True,1
-0.14,14,0.71915,False,True,1
1.65,35,0.720946,False,True,3
0.77,23,0.722086,False,True,2
-0.02,2,0.722415,False,True,1
1.86,14,0.72318,False,True,3
2.75,25,0.724855,False,True,4
1.87,13,0.725488,False,True,3
0.76,24,0.726733,False,True,2
-4.0,100,0.731021,False,False,2
0.27,73,0.734552,False,True,2
0.71,29,0.735942,False,True,2
2.71,29,0.737893,False,True,4
3.6,40,0.739622,False,True,5
0.61,39,0.741273,False,True,2
1.8,20,0.742246,False,True,3
1.86,14,0.74301,False,True,3
-0.26,26,0.744158,False,True,1
0.86,14,0.744809,False,True,2
0.83,17,0.745744,False,True,2
1.91,9,0.746361,False,True,3
-0.12,12,0.746961,False,True,1
-0.1,10,0.74755,False,True,1
-0.05,5,0.74792,False,True,1
-0.03,3,0.748247,False,True,1
-0.05,5,0.748559,False,True,1
3.61,39,0.750364,False,True,5
-0.09,9,0.750964,False,True,1
-0.08,8,0.751537,False,True,1
0.87,13,0.752163,False,True,2
1.94,6,0.75248,False,True,3
-0.02,2,0.752656,False,True,1
0.77,23,0.753749,False,True,2
2.76,24,0.754937,False,True,4
0.74,26,0.756192,False,True,2
0.48,52,0.758386,False,True,2
-0.01,1,0.758618,False,True,1
-0.14,14,0.759394,False,True,1
2.86,14,0.760201,False,True,4
5.76,24,0.761378,False,True,7
-0.11,11,0.762055,False,True,1
-0.05,5,0.76244,False,True,1
1.93,7,0.762879,False,True,3
3.67,33,0.764403,False,True,5
2.71,29,0.765812,False,True,4
0.63,37,0.767417,False,True,2
0.83,17,0.768202,False,True,2
0.91,9,0.768644,False,True,2
-0.04,4,0.769139,False,True,1
-0.23,23,0.770393,False,True,1
0.61,39,0.772084,False,True,2
1.12,88,0.775888,False,True,3
6.55,45,0.778135,False,True,8
-0.04,4,0.778398,False,True,1
0.95,5,0.77867,False,True,2
-0.18,18,0.779607,False,True,1
0.6,40,0.781506,False,True,2
1.78,22,0.782449,False,True,3
-0.06,6,0.782795,False,True,1
1.73,27,0.783946,False,True,3
-0.02,2,0.784178,False,True,1
1.94,6,0.784517,False,True,3
0.76,24,0.785811,False,True,2
-0.04,4,0.786068,False,True,1
2.61,39,0.787954,False,True,4
-0.05,5,0.788254,False,True,1
0.83,17,0.78907,False,True,2
0.9,10,0.789686,False,True,2
0.9,10,0.790397,False,True,2
0.61,39,0.792141,False,True,2
-0.05,5,0.792484,False,True,1
-0.09,9,0.793186,False,True,1
-0.02,2,0.793466,False,True,1
-0.1,10,0.793948,False,True,1
-0.07,7,0.794334,False,True,1
-0.17,17,0.795123,False,True,1
0.36,64,0.797858,False,True,2
-0.01,1,0.797964,False,True,1
0.74,26,0.799045,False,True,2
1.85,15,0.799976,False,True,3
-0.01,1,0.800239,False,True,1
0.92,8,0.800702,False,True,2
0.87,13,0.801366,False,True,2
1.94,6,0.80183,False,True,3
0.79,21,0.803104,False,True,2
0.98,2,0.803271,False,True,2
0.75,25,0.804417,False,True,2
0.97,3,0.804594,False,True,2
-0.13,13,0.805277,False,True,1
0.81,19,0.806081,False,True,2
3.67,33,0.807509,False,True,5
-3.0,100,0.812396,False,False,3
-0.05,5,0.8129,False,True,1
1.59,41,0.81469,False,True,3
-0.03,3,0.814887,False,True,1
1.83,17,0.815656,False,True,3
1.64,36,0.817194,False,True,3
2.9,10,0.817729,False,True,4
-0.15,15,0.818463,False,True,1
-0.07,7,0.818848,False,True,1
1.9,10,0.819565,False,True,3
0.7,30,0.821035,False,True,2
1.57,43,0.822942,False,True,3
3.59,41,0.824822,False,True,5
2.55,45,0.827096,False,True,4
-0.38,38,0.828731,False,True,1
-0.06,6,0.829067,False,True,1
-0.03,3,0.829282,False,True,1
1.73,27,0.830858,False,True,3
-0.05,5,0.831137,False,True,1
-0.01,1,0.831246,False,True,1
0.88,12,0.831813,False,True,2
3.7,30,0.833219,False,True,5
0.94,6,0.833538,False,True,2
-0.04,4,0.83379,False,True,1
-0.07,7,0.834162,False,True,1
-0.02,2,0.834382,False,True,1
-0.11,11,0.834895,False,True,1
-0.16,16,0.835638,False,True,1
-0.04,4,0.835892,False,True,1
-0.05,5,0.836245,False,True,1
-0.07,7,0.83658,False,True,1
-0.08,8,0.836976,False,True,1
-0.03,3,0.837178,False,True,1
-0.07,7,0.837607,False,True,1
-0.06,6,0.837937,False,True,1
-0.07,7,0.838307,False,True,1
0.95,5,0.838572,False,True,2
-0.18,18,0.839629,False,True,1
0.84,16,0.840501,False,True,2
1.9,10,0.841027,False,True,3
1.63,37,0.842703,False,True,3
2.88,12,0.843595,False,True,4
1.85,15,0.84432,False,True,3
0.76,24,0.845403,False,True,2
0.71,29,0.846636,False,True,2
1.68,32,0.848098,False,True,3
-0.02,2,0.848244,False,True,1
1.76,24,0.849321,False,True,3
-0.13,13,0.850051,False,True,1
0.8,20,0.851055,False,True,2
-0.02,2,0.851229,False,True,1
0.72,28,0.852449,False,True,2
-0.06,6,0.852773,False,True,1
1.83,17,0.853626,False,True,3
0.94,6,0.853959,False,True,2
2.68,32,0.855364,False,True,4
-0.2,20,0.856252,False,True,1
0.75,25,0.857389,False,True,2
-0.05,5,0.857683,False,True,1
-0.13,13,0.858279,False,True,1
0.69,31,0.85969,False,True,2
-0.06,6,0.860093,False,True,1
-0.12,12,0.860688,False,True,1
0.9,10,0.861182,False,True,2
0.68,32,0.862591,False,True,2
-0.02,2,0.862807,False,True,1
2.33,67,0.865443,False,True,4
3.86,14,0.866087,False,True,5
2.41,59,0.868423,False,True,4
0.94,6,0.868814,False,True,2
0.9,10,0.869277,False,True,2
-0.02,2,0.869537,False,True,1
-0.15,15,0.870432,False,True,1
-0.15,15,0.871281,False,True,1
-0.05,5,0.871578,False,True,1
2.56,44,0.873626,False,True,4
1.86,14,0.874621,False,True,3
0.6,40,0.876426,False,True,2
0.85,15,0.877235,False,True,2
3.73,27,0.878393,False,True,5
-0.02,2,0.878561,False,True,1
2.92,8,0.879317,False,True,4
-0.16,16,0.880158,False,True,1
-0.07,7,0.880649,False,True,1
-0.04,4,0.88092,False,True,1
-0.03,3,0.881248,False,True,1
0.83,17,0.882201,False,True,2
