#{"t_start": 1787191542.8344152, "env_id": "None"}
r,l,t,success,collision,max_y
-0.2,20,0.417495,False,True,1
-0.06,6,0.418546,False,True,1
-0.13,13,0.420664,False,True,1
-0.02,2,0.421023,False,True,1
-0.22,22,0.424541,False,True,1
-0.04,4,0.425217,False,True,1
-0.1,10,0.426815,False,True,1
1.87,13,0.428905,False,True,3
1.9,10,0.430519,False,True,3
-0.21,21,0.433835,False,True,1
1.95,5,0.434674,False,True,3
-0.12,12,0.436588,False,True,1
-0.17,17,0.439301,False,True,1
1.9,10,0.44092,False,True,3
-0.17,17,0.443605,False,True,1
-0.04,4,0.444273,False,True,1
1.91,9,0.445728,False,True,3
-0.05,5,0.446551,False,True,1
-0.08,8,0.447842,False,True,1
-0.05,5,0.448681,False,True,1
-0.05,5,0.449502,False,True,1
-0.07,7,0.450631,False,True,1
-0.02,2,0.450983,False,True,1
-0.08,8,0.452271,False,True,1
-0.02,2,0.452619,False,True,1
-0.03,3,0.453123,False,True,1
-0.02,2,0.453487,False,True,1
-0.04,4,0.454157,False,True,1
-0.1,10,0.455759,False,True,1
-0.04,4,0.456428,False,True,1
-0.05,5,0.457251,False,True,1
-0.07,7,0.458392,False,True,1
-0.01,1,0.458582,False,True,1
-0.09,9,0.460023,False,True,1
-0.1,10,0.461619,False,True,1
-0.24,24,0.465396,False,True,1
-0.04,4,0.466056,False,True,1
-0.05,5,0.466877,False,True,1
-0.11,11,0.468638,False,True,1
-0.04,4,0.4693,False,True,1
0.95,5,0.47012,False,True,2
-0.1,10,0.471719,False,True,1
-0.06,6,0.472688,False,True,1
-0.04,4,0.473349,False,True,1
-0.03,3,0.473861,False,True,1
-0.03,3,0.474363,False,True,1
-0.05,5,0.475183,False,True,1
-0.06,6,0.476156,False,True,1
-0.06,6,0.477129,False,True,1
-0.28,28,0.481521,False,True,1
-0.03,3,0.482028,False,True,1
-0.05,5,0.482848,False,True,1
-0.01,1,0.483038,False,True,1
0.9,10,0.484642,False,True,2
-0.06,6,0.485622,False,True,1
-0.06,6,0.486598,False,True,1
-0.13,13,0.488654,False,True,1
-0.03,3,0.489161,False,True,1
-0.01,1,0.489349,False,True,1
-0.05,5,0.490155,False,True,1
0.93,7,0.491289,False,True,2
-0.11,11,0.493031,False,True,1
-0.02,2,0.493384,False,True,1
-0.1,10,0.494984,False,True,1
-0.05,5,0.495813,False,True,1
-0.04,4,0.49648,False,True,1
-0.11,11,0.498229,False,True,1
-0.05,5,0.499055,False,True,1
-0.01,1,0.49924,False,True,1
-0.08,8,0.500508,False,True,1
-0.08,8,0.501801,False,True,1
-0.18,18,0.504633,False,True,1
0.91,9,0.506089,False,True,2
-0.13,13,0.508159,False,True,1
-0.04,4,0.508815,False,True,1
-0.07,7,0.509943,False,True,1
-0.1,10,0.511536,False,True,1
-0.05,5,0.51235,False,True,1
1.89,11,0.5141,False,True,3
-0.05,5,0.514919,False,True,1
-0.01,1,0.515105,False,True,1
-0.03,3,0.51561,False,True,1
-0.03,3,0.51611,False,True,1
1.85,15,0.518485,False,True,3
-0.23,23,0.522074,False,True,1
-0.01,1,0.522259,False,True,1
-0.27,27,0.526467,False,True,1
-0.05,5,0.527281,False,True,1
-0.01,1,0.527469,False,True,1
-0.02,2,0.527816,False,True,1
-0.09,9,0.529243,False,True,1
-0.02,2,0.529595,False,True,1
0.92,8,0.530877,False,True,2
0.83,17,0.533577,False,True,2
-0.02,2,0.533929,False,True,1
-0.02,2,0.534269,False,True,1
-0.05,5,0.535087,False,True,1
-0.04,4,0.535751,False,True,1
-0.01,1,0.535945,False,True,1
-0.05,5,0.536758,False,True,1
-0.14,14,0.538965,False,True,1
-0.09,9,0.540402,False,True,1
-0.03,3,0.54091,False,True,1
-0.12,12,0.54282,False,True,1
-0.01,1,0.543008,False,True,1
-0.09,9,0.544447,False,True,1
-0.08,8,0.545723,False,True,1
-0.03,3,0.546234,False,True,1
-0.11,11,0.547969,False,True,1
-0.01,1,0.548159,False,True,1
-0.01,1,0.548346,False,True,1
-0.05,5,0.549164,False,True,1
-0.01,1,0.549357,False,True,1
-0.03,3,0.54986,False,True,1
1.9,10,0.551454,False,True,3
-0.02,2,0.5518,False,True,1
-0.2,20,0.554945,False,True,1
-0.05,5,0.555757,False,True,1
-0.06,6,0.556739,False,True,1
-0.03,3,0.557241,False,True,1
-0.01,1,0.557429,False,True,1
-0.04,4,0.558082,False,True,1
-0.03,3,0.558584,False,True,1
-0.21,21,0.561871,False,True,1
-0.12,12,0.563767,False,True,1
-0.04,4,0.564424,False,True,1
-0.01,1,0.564612,False,True,1
-0.17,17,0.567288,False,True,1
-0.03,3,0.56779,False,True,1
-0.02,2,0.568134,False,True,1
0.94,6,0.569115,False,True,2
-0.02,2,0.569461,False,True,1
-0.14,14,0.571666,False,True,1
-0.06,6,0.57264,False,True,1
-0.09,9,0.574089,False,True,1
-0.11,11,0.575834,False,True,1
-0.17,17,0.578525,False,True,1
-0.05,5,0.579343,False,True,1
-0.09,9,0.580778,False,True,1
-0.03,3,0.581281,False,True,1
-0.04,4,0.581937,False,True,1
-0.02,2,0.582279,False,True,1
-0.03,3,0.582775,False,True,1
1.86,14,0.58501,False,True,3
-0.02,2,0.585355,False,True,1
-0.02,2,0.585698,False,True,1
0.92,8,0.586979,False,True,2
-0.08,8,0.588249,False,True,1
-0.07,7,0.589367,False,True,1
-0.18,18,0.592202,False,True,1
-0.05,5,0.59301,False,True,1
-0.02,2,0.593362,False,True,1
-0.16,16,0.595874,False,True,1
-0.02,2,0.596219,False,True,1
-0.05,5,0.597026,False,True,1
-0.12,12,0.59894,False,True,1
-0.19,19,0.601947,False,True,1
-0.01,1,0.602138,False,True,1
-0.08,8,0.603421,False,True,1
-0.07,7,0.604542,False,True,1
-0.06,6,0.605505,False,True,1
-0.13,13,0.607563,False,True,1
-0.1,10,0.609148,False,True,1
-0.13,13,0.611202,False,True,1
-0.05,5,0.612011,False,True,1
-0.09,9,0.613454,False,True,1
-0.06,6,0.614425,False,True,1
-0.15,15,0.616784,False,True,1
-0.01,1,0.616973,False,True,1
-0.06,6,0.617939,False,True,1
-0.01,1,0.618129,False,True,1
-0.01,1,0.618315,False,True,1
-0.04,4,0.618974,False,True,1
-0.09,9,0.620415,False,True,1
-0.13,13,0.622475,False,True,1
-0.06,6,0.623451,False,True,1
-0.01,1,0.623638,False,True,1
-0.07,7,0.624755,False,True,1
-0.02,2,0.625098,False,True,1
-0.01,1,0.625279,False,True,1
-0.11,11,0.627024,False,True,1
-0.16,16,0.629562,False,True,1
-0.01,1,0.629754,False,True,1
0.9,10,0.631343,False,True,2
-0.05,5,0.632159,False,True,1
-0.09,9,0.633608,False,True,1
-0.06,6,0.634579,False,True,1
-0.05,5,0.635393,False,True,1
-0.21,21,0.638688,False,True,1
-0.05,5,0.639504,False,True,1
1.82,18,0.642335,False,True,3
-0.12,12,0.644258,False,True,1
-0.02,2,0.644604,False,True,1
-0.04,4,0.645255,False,True,1
-0.03,3,0.645758,False,True,1
-0.07,7,0.646884,False,True,1
-0.1,10,0.648482,False,True,1
-0.04,4,0.649134,False,True,1
