episodes,successes,success_rate,collisions,collision_rate,timeouts,timeout_rate,avg_reward,avg_episode_length,avg_max_row,wait_pct,forward_pct,backward_pct,left_pct,right_pct,environment,algorithm,config,training_seed,checkpoint_steps
100,3,0.03,97,0.97,0,0.0,3.8406000000000002,7.94,4.74,0.0,0.5969773299748111,0.40302267002518893,0.0,0.0,v6_local1,recurrent_ppo,ent02_lstm128,0,200000
