#{"t_start": 1787193377.769664, "env_id": "None"}
r,l,t,success,collision,max_y
-0.02,2,0.407885,False,True,1
-0.02,2,0.40806,False,True,1
-0.08,8,0.408443,False,True,1
-0.06,6,0.408717,False,True,1
-0.01,1,0.412086,False,True,1
-0.04,4,0.413013,False,True,1
-0.08,8,0.413375,False,True,1
-0.06,6,0.413635,False,True,1
-0.01,1,0.414196,False,True,1
0.95,5,0.414433,False,True,2
-0.07,7,0.414713,False,True,1
-0.12,12,0.415155,False,True,1
-0.17,17,0.415816,False,True,1
-0.17,17,0.41641,False,True,1
-0.01,1,0.416488,False,True,1
0.88,12,0.416919,False,True,2
-0.01,1,0.417048,False,True,1
-0.09,9,0.417402,False,True,1
-0.15,15,0.417947,False,True,1
-0.01,1,0.418009,False,True,1
-0.21,21,0.41882,False,True,1
-0.11,11,0.419219,False,True,1
-0.16,16,0.420041,False,True,1
9.91,9,0.420483,True,False,5
-0.08,8,0.420987,False,True,1
-0.04,4,0.421173,False,True,1
-0.01,1,0.421253,False,True,1
-0.04,4,0.421429,False,True,1
-0.04,4,0.421688,False,True,1
-0.03,3,0.421816,False,True,1
1.72,28,0.422949,False,True,3
-0.04,4,0.42312,False,True,1
-0.15,15,0.423763,False,True,1
-0.06,6,0.424021,False,True,1
-0.11,11,0.424743,False,True,1
-0.1,10,0.42524,False,True,1
-0.03,3,0.425527,False,True,1
-0.11,11,0.426,False,True,1
-0.04,4,0.426191,False,True,1
-0.01,1,0.426279,False,True,1
-0.1,10,0.426805,False,True,1
-0.02,2,0.426929,False,True,1
-0.03,3,0.42706,False,True,1
-0.04,4,0.427239,False,True,1
-0.09,9,0.4277,False,True,1
-0.03,3,0.42785,False,True,1
-0.01,1,0.427963,False,True,1
-0.01,1,0.428037,False,True,1
-0.07,7,0.428591,False,True,1
-0.12,12,0.429106,False,True,1
-0.07,7,0.429378,False,True,1
1.81,19,0.430191,False,True,3
-0.01,1,0.430381,False,True,1
-0.1,10,0.430988,False,True,1
-0.06,6,0.431261,False,True,1
-0.04,4,0.431448,False,True,1
1.84,16,0.432232,False,True,3
-0.06,6,0.432507,False,True,1
-0.05,5,0.432721,False,True,1
-0.04,4,0.432901,False,True,1
0.85,15,0.433618,False,True,2
-0.04,4,0.433797,False,True,1
-0.05,5,0.433996,False,True,1
-0.01,1,0.434058,False,True,1
1.74,26,0.435085,False,True,3
-0.01,1,0.435147,False,True,1
-0.07,7,0.435426,False,True,1
-0.06,6,0.43566,False,True,1
-0.03,3,0.435876,False,True,1
-0.03,3,0.436019,False,True,1
0.92,8,0.436336,False,True,2
-0.02,2,0.436423,False,True,1
-0.01,1,0.436559,False,True,1
0.94,6,0.436803,False,True,2
1.91,9,0.43714,False,True,3
-0.04,4,0.437312,False,True,1
-0.02,2,0.437487,False,True,1
-0.02,2,0.437585,False,True,1
-0.02,2,0.437696,False,True,1
-0.09,9,0.438047,False,True,1
-0.03,3,0.438257,False,True,1
-0.03,3,0.438406,False,True,1
-0.01,1,0.438467,False,True,1
-0.04,4,0.438644,False,True,1
-0.12,12,0.439177,False,True,1
0.91,9,0.439529,False,True,2
-0.05,5,0.439733,False,True,1
-0.1,10,0.440131,False,True,1
-0.01,1,0.440258,False,True,1
-0.02,2,0.440374,False,True,1
-0.1,10,0.440743,False,True,1
-0.16,16,0.441302,False,True,1
